Timestamp, Sensor,QuatI,QuatJ,QuatK,QuatSum
0.0,0,-4.3296372853596765e-17,-0.7071067811865476,0.7071067811865475,-4.329637285359678e-17
0.0,1,0.5074189579641742,-0.5556303584420758,0.6482206904733256,-0.1166655146920757
0.0,2,0.0531491436884964,-0.8703738055302535,0.4828615984990034,0.0804318585322465
0.005,3,0.077309220867793,-0.827964216632207,0.5519632400697068,0.0619283614927931
0.005,4,0.0155557255439586,-0.8637777705497913,0.4704672236747911,0.1797402958564588
0.005,5,-0.0072631239567438,-0.8363646864567439,0.5016478895817438,0.2208862901057561
0.034,0,-4.3296372853596765e-17,-0.7071067811865476,0.7071067811865475,-4.329637285359678e-17
0.034,1,0.5052950010133238,-0.5562284364866764,0.6493680849241763,-0.11665324117417622
0.034,2,0.0523836397452436,-0.8699186063485064,0.4838712430672562,0.0797884249014937
0.036,3,0.0768415071504192,-0.8270281217558308,0.5534685514433306,0.0615827180879192
0.036,4,0.0153259264936636,-0.8633361828813364,0.4716735852250862,0.1787170397749137
0.036,5,-0.0056773850973026,-0.8363658616598026,0.5024425218160524,0.2191150953714474
0.075,0,-4.3296372853596765e-17,-0.7071067811865476,0.7071067811865475,-4.329637285359678e-17
0.075,1,0.5049672213473452,-0.556617251308905,0.6493296536526548,-0.1164317044339048
0.075,2,0.0510417290940116,-0.8704060248122383,0.4830158880934881,0.0805217095627617
0.076,3,0.0761515316125964,-0.8265584293249035,0.5542805972936533,0.0614420589563465
0.076,4,0.0149252571284027,-0.8632485709965971,0.471952184277847,0.1784384407221528
0.077,5,-0.0053855970089891,-0.8369285657589892,0.501540382165239,0.2190406725222609
0.103,0,-4.3296372853596765e-17,-0.7071067811865476,0.7071067811865475,-4.329637285359678e-17
0.104,1,0.5048521606136162,-0.5571595581363841,0.6488343628238838,-0.1170960815738838
0.104,2,0.0499430548105719,-0.871016417845678,0.4819783319081778,0.080826843873072
0.107,3,0.0758899602733416,-0.8261486139454084,0.5549694147266582,0.0610584173045916
0.107,4,0.015051384015383,-0.8632445144221169,0.4722533034846167,0.1776490402653832
0.107,5,-0.0053307705646079,-0.837789266658358,0.5002648525958577,0.2186682528728921
0.134,0,-4.3296372853596765e-17,-0.7071067811865476,0.7071067811865475,-4.329637285359678e-17
0.134,1,0.5037595353277917,-0.5577028670159583,0.6493166365472081,-0.1165407576409581
0.134,2,0.0494943996025555,-0.8710378269599444,0.4819997410224443,0.0807443996025556
0.135,3,0.0759434078988386,-0.8253627444449113,0.5561977053824112,0.0604404782113387
0.135,4,0.015647915151576,-0.862953159067174,0.4731826512546737,0.1765365870265761
0.135,5,-0.0056464398077534,-0.8382270062140035,0.4992377484015033,0.2193291461297465
0.169,0,-4.3296372853596765e-17,-0.7071067811865476,0.7071067811865475,-4.329637285359678e-17
0.171,1,0.5031165821751407,-0.5579796092311096,0.6495933787623593,-0.1164512889186093
0.171,2,0.0495651971789721,-0.8707228887585279,0.4826003301647777,0.0805100213977222
0.176,3,0.0755977694657835,-0.8246097500654664,0.5573978360029663,0.0600948397782836
0.176,4,0.015495810200336,-0.8627390530809139,0.4738840726121637,0.1757130953565861
0.176,5,-0.0060388591542621,-0.8384973552480122,0.4988977458730119,0.2190587970957379
0.203,0,-4.3296372853596765e-17,-0.7071067811865476,0.7071067811865475,-4.329637285359678e-17
0.203,1,0.5029427616972527,-0.5580923945527475,0.6495230586152473,-0.1170523554902472
0.203,2,0.0504348886381371,-0.8707076894868628,0.4824020254243627,0.0813186777006371
0.207,3,0.0751449309022474,-0.8240249909727526,0.5583389558165024,0.0599471769959975
0.207,4,0.015559040074524,-0.862431682581726,0.4745532646129758,0.175410114293274
0.207,5,-0.0045068429230318,-0.8381250069855317,0.4999902413605316,0.2180273367644682
0.233,0,-4.3296372853596765e-17,-0.7071067811865476,0.7071067811865475,-4.329637285359678e-17
0.234,1,0.5016729595142897,-0.5582635639232105,0.6503045795482103,-0.1173455951732103
0.234,2,0.0495270309061867,-0.8703338089375632,0.483065742531313,0.0819366988749368
0.234,3,0.0747268594995774,-0.8232223592504226,0.5595504842504224,0.0602004923120774
0.235,4,0.0158188133058785,-0.8618056984128715,0.4756972999753713,0.1753647117433786
0.235,5,-0.0040924062162771,-0.8374664296537772,0.501101683560027,0.2180145273774729
0.268,0,-4.3296372853596765e-17,-0.7071067811865476,0.7071067811865475,-4.329637285359678e-17
0.27,1,0.5009876978362445,-0.5577281224762557,0.6512339818512555,-0.1176646459137554
0.27,2,0.0490000732824892,-0.8697010985925108,0.4842640868737606,0.0818980225012393
0.279,3,0.0738110275362194,-0.8216967849637806,0.5618701248075304,0.0605663986299695
0.279,4,0.0164186875364538,-0.8607785780885462,0.4777829726197959,0.1746828476927039
0.28,5,-0.0038901114839454006,-0.8363486075776955,0.5028525138276954,0.21827785726605461
0.306,0,-4.3296372853596765e-17,-0.7071067811865476,0.7071067811865475,-4.329637285359678e-17
0.307,1,0.5008862428255346,-0.5566088743619656,0.6521288938932154,-0.1184374876432154
0.307,2,0.0483920550032835,-0.8690273785904664,0.4856045270279663,0.0814731096907836
0.307,3,0.072734557798578,-0.8210032351701719,0.5630076297014218,0.060710632017328
0.307,4,0.0170136134268827,-0.8603667576668672,0.479019101416867,0.1732636134268829
0.307,5,-0.0028189114406885,-0.8358267239406886,0.5045278958156885,0.2164193698093114
0.336,0,-4.3296372853596765e-17,-0.7071067811865476,0.7071067811865475,-4.329637285359678e-17
0.336,1,0.5017558368080983,-0.5557392803794019,0.6518696514731517,-0.1202534405356517
0.336,2,0.047948309921413,-0.868372490859837,0.4868417291410869,0.081334540390163
0.337,3,0.0715198447159773,-0.8205089638777726,0.5638561318465225,0.0609607626847274
0.337,4,0.0180944533372741,-0.8603235154127259,0.4795251755689757,0.1719640822435241
0.337,5,-0.0011157201555135002,-0.8361376928117635,0.5047778295305134,0.21464355718823652
0.376,0,-4.3296372853596765e-17,-0.7071067811865476,0.7071067811865475,-4.329637285359678e-17
0.376,1,0.50214130777598,-0.5557200203490201,0.6514231453490199,-0.1211497078490199
0.376,2,0.0477802001262547,-0.8676861084674952,0.4881084717487451,0.0811664305950048
0.377,3,0.0701588760296487,-0.8198557724078512,0.5649119247516011,0.0615529189983987
0.377,4,0.0188432528453218,-0.8606123135609282,0.479386727623428,0.1708207919078219
0.377,5,0.0007288306228491,-0.8369786889084008,0.5041539818771507,0.2128259985915992
0.404,0,-4.3296372853596765e-17,-0.7071067811865476,0.7071067811865475,-4.329637285359678e-17
0.404,1,0.5029360221151883,-0.5555356575723118,0.6507505013223116,-0.1223081185098116
0.404,2,0.048037324983329605,-0.8670017375166704,0.48925515548542026,0.08142355545207962
0.407,3,0.0695930397446701,-0.8195671165053299,0.5653556907240798,0.0619636452134201
0.407,4,0.0193799843897429,-0.860502828110257,0.4798265585790068,0.170075785170993
0.407,5,0.0018738056569602,-0.8382751201242897,0.5026427959055395,0.2112854267507103
0.435,0,-4.3296372853596765e-17,-0.7071067811865476,0.7071067811865475,-4.329637285359678e-17
0.435,1,0.5036668491921553,-0.5557813929953449,0.6495924281515947,-0.1243238734640947
0.435,2,0.04412598443201259,-0.8642602460367372,0.4943261640054872,0.08215088677576259
0.436,3,0.068856218275965,-0.819205305161535,0.5659704418802849,0.061959245619715
0.436,4,0.0194119196187771,-0.8605319280374728,0.4799777288187226,0.1694973688375272
0.436,5,0.0025929858015096,-0.8387156079484903,0.5024729321672401,0.2099294115827598
0.47,0,-4.3296372853596765e-17,-0.7071067811865476,0.7071067811865475,-4.329637285359678e-17
0.47,1,0.5039242656664342,-0.555890187458566,0.6490908710523158,-0.1254092304273158
0.47,2,0.0431497409339067,-0.8625509426598433,0.4974386379723431,0.0818460299964068
0.475,3,0.0682917709600404,-0.8188542251337096,0.5665348891962094,0.0620661850225404
0.475,4,0.0199976127384294,-0.8606176216365705,0.4800023872615703,0.1689233939884296
0.475,5,0.003312438076726,-0.8393389291107739,0.5018145150482738,0.2090009146392261
0.502,0,-4.3296372853596765e-17,-0.7071067811865476,0.7071067811865475,-4.329637285359678e-17
0.503,1,0.5043129116175379,-0.5557456821324622,0.648763260257462,-0.1261802524449621
0.503,2,0.0434704824183619,-0.861558814456638,0.4992541269566378,0.081068138668362
0.505,3,0.0681997484374421,-0.8185800367188079,0.5669320875000576,0.0621572679686922
0.505,4,0.0202918525309501,-0.8605064873127999,0.4802574638752997,0.1687293525309501
0.505,5,0.0038570661626294,-0.8394656877436205,0.5015750627436204,0.2090572614751295
0.534,0,-4.3296372853596765e-17,-0.7071067811865476,0.7071067811865475,-4.329637285359678e-17
0.534,1,0.5040805526819069,-0.5554897598180933,0.6491176895055931,-0.1264126113805932
0.534,2,0.0443511849775534,-0.8607391470536965,0.5006927603349465,0.0804229623213034
0.537,3,0.0681387169333761,-0.8181527869728739,0.5675424354103737,0.0622793419333762
0.537,4,0.0205840081919573,-0.8603364019642925,0.4805756597767924,0.1686552972544575
0.537,5,0.0043878901800926,-0.8394231449761573,0.5017766606011571,0.2087335933050927
0.571,0,-4.3296372853596765e-17,-0.7071067811865476,0.7071067811865475,-4.329637285359678e-17
0.571,1,0.5036581895167487,-0.5554238417332514,0.6494790175145012,-0.1265297987645013
0.571,2,0.0445093096258294,-0.8606420575616704,0.5008398114679204,0.0804590166570795
0.574,3,0.0678569569872736,-0.8180073008252264,0.5677631602002262,0.0624858632372736
0.575,4,0.0207780017920614,-0.8603255138329384,0.4806258068016883,0.1685441150733115
0.575,5,0.004733562437628,-0.8396267891248719,0.5014920234998718,0.2085909843126281
0.602,0,-4.3296372853596765e-17,-0.7071067811865476,0.7071067811865475,-4.329637285359678e-17
0.602,1,0.5029737716336352,-0.5555589432101149,0.6497361893038647,-0.1273362869601147
0.603,2,0.0448245415165997,-0.8605709662959002,0.5009518256709002,0.0803470024540997
0.605,3,0.067832637547886,-0.817909549952114,0.5679095499521138,0.0624615437978861
0.605,4,0.0208289527103067,-0.8602745629146933,0.4806969261959431,0.1685950659915567
0.605,5,0.0048201817658625,-0.8397232752653874,0.5013443690153873,0.2085555333283626
0.641,0,-4.3296372853596765e-17,-0.7071067811865476,0.7071067811865475,-4.329637285359678e-17
0.641,1,0.5030950644242479,-0.5553766152632523,0.6497980019820021,-0.1273370644820021
0.641,2,0.0453942319563896,-0.8603064516373603,0.5014197328873602,0.0799401303938897
0.642,3,0.0680107671995728,-0.8177314203004271,0.5681586663941769,0.0623344976683229
0.642,4,0.0211839781454961,-0.8602857484170039,0.4807081116982536,0.1684618101767462
0.642,5,0.0050086521120688,-0.8397179103879311,0.501400039294181,0.2084388278933189
0.67,0,-4.3296372853596765e-17,-0.7071067811865476,0.7071067811865475,-4.329637285359678e-17
0.67,1,0.5027286653381078,-0.5554378385681422,0.6499812955993921,-0.12758139325564216
0.67,2,0.0455416007356133,-0.8602811531706367,0.5014554695768865,0.0799043937043633
0.677,3,0.0680229027534767,-0.8177803199027732,0.5680854956840231,0.0623466332222268
0.677,4,0.0211567471829113,-0.8604350496920885,0.4804301668795884,0.1684956143704115
0.678,5,0.0050827882339702,-0.8400710203597797,0.5007765867660295,0.2085129640152203
0.701,0,-4.3296372853596765e-17,-0.7071067811865476,0.7071067811865475,-4.329637285359678e-17
0.702,1,0.5024100261521862,-0.555695442597814,0.6498726886915638,-0.1282662433790638
0.702,2,0.0460707587722965,-0.8603013115402034,0.5014145927902033,0.0796400947097966
0.705,3,0.0684947026207828,-0.8179188715979671,0.567857836441717,0.0620860112145329
0.705,4,0.0214361393883573,-0.8607049738928927,0.4800287043616425,0.1682256901696073
0.705,5,0.0055287343417128,-0.8406016367520371,0.500025464877037,0.2081654530917129
0.736,0,-4.3296372853596765e-17,-0.7071067811865476,0.7071067811865475,-4.329637285359678e-17
0.736,1,0.5029909066323208,-0.5555418082114294,0.6495969839926792,-0.1280515738364292
0.737,2,0.0467326908225645,-0.8605549068336855,0.5009968013649354,0.0791423587913146
0.737,3,0.0689361798006245,-0.8180877459806255,0.5675994647306253,0.0617340313631245
0.738,4,0.0215443518012073,-0.8610850427300425,0.4794322106987924,0.1679676916449575
0.738,5,0.0061129828798109,-0.841238091338939,0.4991360405576888,0.2077121039735611
0.771,0,-4.3296372853596765e-17,-0.7071067811865476,0.7071067811865475,-4.329637285359678e-17
0.771,1,0.5037364601679705,-0.5552845359257798,0.6492176413945295,-0.1281605124882795
0.772,2,0.0472469810837045,-0.8605899329787954,0.5009707923537953,0.0786190513962046
0.778,3,0.0694394139874827,-0.8182558985125172,0.567340371168767,0.0613217382062328
0.778,4,0.0220414698037385,-0.8614424169150114,0.4789350926962613,0.1674882471474886
0.778,5,0.0068875346951675,-0.8418673481173324,0.4983004535860822,0.2071438823514176
0.802,0,-4.3296372853596765e-17,-0.7071067811865476,0.7071067811865475,-4.329637285359678e-17
0.802,1,0.5041940784904002,-0.5548269176033499,0.6491872691658497,-0.1284963511970997
0.802,2,0.04766665745192528,-0.8605364675480744,0.5011004323918244,0.07812320042067539
0.806,3,0.0696670462805353,-0.8182113716882147,0.5674179146569645,0.0609390189367854
0.806,4,0.0226649909763967,-0.8614902824611033,0.478921923086103,0.1671962409763968
0.806,5,0.007408572379834,-0.842078732307666,0.4980235565264158,0.2069324981610841
0.839,0,-4.3296372853596765e-17,-0.7071067811865476,0.7071067811865475,-4.329637285359678e-17
0.839,1,0.5045236788101813,-0.5546193875960687,0.6490407743148185,-0.1288381375960686
0.839,2,0.0480403725514065,-0.8604679282298435,0.5012760336985933,0.0775203530201565
0.84,3,0.0701220627991948,-0.8181836012633052,0.567451179388305,0.0604785081116948
0.84,4,0.0232076178880979,-0.861680077424402,0.4786844719556518,0.166823340544348
0.84,5,0.0071686343814002,-0.8421965999935997,0.4977752132748496,0.2070587711001503
0.871,0,-4.3296372853596765e-17,-0.7071067811865476,0.7071067811865475,-4.329637285359678e-17
0.871,1,0.5048399788478498,-0.5545472281834004,0.6488465445896502,-0.1288880484959002
0.871,2,0.0481354384993729,-0.860555967750627,0.5011199325943769,0.0774933486556229
0.876,3,0.0701405843115446,-0.8182871500634553,0.5673105875634552,0.0603749593115447
0.877,4,0.0232408527153265,-0.8619520183784235,0.4782239910346733,0.1667345050590765
0.877,5,0.006380750063573801,-0.8424962030614261,0.497098253842676,0.20749158990732391
0.902,0,-4.3296372853596765e-17,-0.7071067811865476,0.7071067811865475,-4.329637285359678e-17
0.902,1,0.5053771712253535,-0.5544983170558966,0.6483703873683964,-0.1293884537746464
0.902,2,0.048411863259868404,-0.8607067890838817,0.5009045429901317,0.07703735154111842
0.905,3,0.0702023751887999,-0.8184694998112001,0.5670656912174499,0.0601315744075499
0.905,4,0.0232633008922258,-0.8623568162952742,0.477591191295274,0.1664517774547259
0.905,5,0.0059817133299567,-0.8430783452637932,0.496154517138793,0.2073977289549568
0.941,0,-4.3296372853596765e-17,-0.7071067811865476,0.7071067811865475,-4.329637285359678e-17
0.941,1,0.5058732704556455,-0.5541853232943545,0.6481794639193544,-0.12974684673185446
0.941,2,0.0489024382543272,-0.8607044953394227,0.5009632844019226,0.0763682585668272
0.941,3,0.0703693366064946,-0.8186077141747554,0.5668987297997552,0.0596271491064947
0.941,4,0.0235440156097889,-0.8629305937652111,0.4767611601714609,0.1658169648285389
0.941,5,0.0059009544665905005,-0.8434642799084094,0.4956859595959093,0.20695075915409064
0.971,0,-4.3296372853596765e-17,-0.7071067811865476,0.7071067811865475,-4.329637285359678e-17
0.971,1,0.5058925855882788,-0.5541660081617212,0.6480991136304711,-0.1301547776929712
0.972,2,0.0492741111596282,-0.8606990333716218,0.5010188575903717,0.0758244041283783
0.982,3,0.0705603348017969,-0.8187829269169531,0.5666466964482029,0.0593909012080469
0.983,4,0.0237235203218395,-0.8632393703031604,0.4762154445219103,0.1657523289155896
0.983,5,0.0059567352315003,-0.8439578155497497,0.4948977569559995,0.2068234344502503
1.002,0,-4.3296372853596765e-17,-0.7071067811865476,0.7071067811865475,-4.329637285359678e-17
1.002,1,0.5062814214004432,-0.5538992426620569,0.6479544184433067,-0.1304983637558067
1.002,2,0.0496461374140054,-0.8606932180547445,0.5010740774297444,0.0752809030390054
1.008,3,0.0706160200920247,-0.8189103470954753,0.566468940845475,0.0592634810295248
1.009,4,0.0240722323255597,-0.8634399747056902,0.47598880283069,0.1653075838880598
1.009,5,0.0061604553355137,-0.8443034118519861,0.494449896226986,0.2064778381480139
1.038,0,-4.3296372853596765e-17,-0.7071067811865476,0.7071067811865475,-4.329637285359678e-17
1.038,1,0.506384503379964,-0.5537351255262862,0.647973406776286,-0.1307004575575361
1.038,2,0.0498811609915282,-0.8606412999459718,0.5012052647897216,0.0748445398977782
1.04,3,0.0705609485996744,-0.8189654185878256,0.5664019420253255,0.0592084095371745
1.04,4,0.024525388208406305,-0.8635971703853437,0.47584082272909345,0.16484521242715644
1.04,5,0.0062764035467774,-0.8445536745782225,0.4941508425469723,0.2061665402655276
1.071,0,-4.3296372853596765e-17,-0.7071067811865476,0.7071067811865475,-4.329637285359678e-17
1.071,1,0.5062924145104729,-0.5534610034582771,0.648248601114527,-0.13085358158327706
1.071,2,0.050130444818229286,-0.8604530512755205,0.5015663325255205,0.07442243700572938
1.078,3,0.0706225385751421,-0.8189648637686079,0.5664013872061078,0.0591479292001421
1.078,4,0.0250768374226388,-0.8635950375773611,0.4758997250773609,0.164603204610139
1.078,5,0.0069182768758671,-0.8447052582803829,0.4939972504678827,0.2058928862508671
1.106,0,-4.3296372853596765e-17,-0.7071067811865476,0.7071067811865475,-4.329637285359678e-17
1.106,1,0.5062875632190631,-0.5533437844371869,0.6483144875621867,-0.13104153834343676
1.106,2,0.0501372129348704,-0.8603242128463795,0.5018037050338795,0.0743071348098704
1.109,3,0.0706225385751421,-0.8189648637686079,0.5664013872061078,0.0591479292001421
1.109,4,0.025271746107112,-0.863583234361638,0.4759489570178878,0.164492937513362
1.11,5,0.0072957443978199,-0.84469400169593,0.4941080641959298,0.20566000221032
1.144,0,-4.3296372853596765e-17,-0.7071067811865476,0.7071067811865475,-4.329637285359678e-17
1.144,1,0.5062612041162006,-0.5534311786962997,0.6482798115087994,-0.1309458271337995
1.144,2,0.0501161330079765,-0.8603452927732735,0.5017637498045233,0.0743470900392265
1.148,3,0.0705609485996744,-0.8189654185878256,0.5664019420253255,0.0592084095371745
1.148,4,0.0252624013364167,-0.8637146494448331,0.475714161163583,0.1644835927426668
1.148,5,0.0073339049881663,-0.8448999817305836,0.4937647278243334,0.2056371276444164
1.172,0,-4.3296372853596765e-17,-0.7071067811865476,0.7071067811865475,-4.329637285359678e-17
1.172,1,0.5063381121193359,-0.5533542706931642,0.648263938661914,-0.1310520245994141
1.172,2,0.0501161330079765,-0.8603452927732735,0.5017637498045233,0.0743470900392265
1.176,3,0.0705797632811416,-0.8190686742188584,0.5662610570313582,0.0591051539061417
1.177,4,0.0254944734900788,-0.8637267179161712,0.4757262296349209,0.1643494539588289
1.177,5,0.0077500779854285,-0.8452162306083213,0.4933485548270712,0.2053208787666787
1.202,0,-4.3296372853596765e-17,-0.7071067811865476,0.7071067811865475,-4.329637285359678e-17
1.202,1,0.5067036377827181,-0.5529887450297819,0.6482035887797818,-0.13147995596728188
1.202,2,0.0503167697647096,-0.8603277614852903,0.5018072536727902,0.0741204807022096
1.207,3,0.0707645687506379,-0.819066974218112,0.5662593570306118,0.058923748438138
1.207,4,0.0258339857858996,-0.8637534165578503,0.4757529282766001,0.1640786146921497
1.208,5,0.008077811750083,-0.845315742937417,0.4932649616874167,0.2050992961250831
1.241,0,-4.3296372853596765e-17,-0.7071067811865476,0.7071067811865475,-4.329637285359678e-17
1.241,1,0.5067160454153662,-0.5530373725533838,0.6481301459908837,-0.13158961864713378
1.241,2,0.0502883730896679,-0.860356158160332,0.5017746151915818,0.074031048870918
1.241,3,0.070690599548354,-0.819140943420396,0.5661502207641458,0.0590328847046041
1.242,4,0.0257710078244853,-0.8638774296755146,0.4755107304567644,0.1641377070432354
1.242,5,0.0081507442273022,-0.8454259159289477,0.4930699588976975,0.2051111934460523
1.272,0,-4.3296372853596765e-17,-0.7071067811865476,0.7071067811865475,-4.329637285359678e-17
1.274,1,0.5067230763324728,-0.5529693064800273,0.6481841502300271,-0.1315825877300271
1.274,2,0.0502461965262697,-0.8603983347237302,0.5016947214424801,0.0741109426200198
1.277,3,0.070690599548354,-0.819140943420396,0.5661502207641458,0.0590328847046041
1.277,4,0.0259536138658668,-0.8639389642591332,0.475389159571633,0.1641372076158668
1.277,5,0.0082780570871566,-0.8457258491628432,0.4925764351003431,0.2050554008371568
1.304,0,-4.3296372853596765e-17,-0.7071067811865476,0.7071067811865475,-4.329637285359678e-17
1.304,1,0.507082167082742,-0.552671250886008,0.6480692001047579,-0.13201695401100796
1.304,2,0.0504008323590645,-0.8603657692034354,0.5017842262346853,0.0737772972028145
1.308,3,0.07081381513139699,-0.8191397981498528,0.5661490754936028,0.058911959662646986
1.308,4,0.0263603637546145,-0.8638984253078854,0.4755317260891352,0.1638725707858647
1.308,5,0.0086056159234212,-0.8457034661078286,0.4926761223578285,0.2048946784234213
1.345,0,-4.3296372853596765e-17,-0.7071067811865476,0.7071067811865475,-4.329637285359678e-17
1.345,1,0.5071398362669234,-0.5526135817018268,0.6480725660768266,-0.1320203199830766
1.345,2,0.0502599850387885,-0.8603845462112114,0.5017419680862114,0.0739416256637885
1.346,3,0.0706479159809074,-0.8191225918315925,0.5661929043315923,0.0589291659809075
1.346,4,0.0264274381604113,-0.8638313509020885,0.4756477571520884,0.1638786100354115
1.346,5,0.0085673217487938,-0.8456196899699562,0.492836486844956,0.2048563842487938
1.371,0,-4.3296372853596765e-17,-0.7071067811865476,0.7071067811865475,-4.329637285359678e-17
1.371,1,0.5070510785369404,-0.5526413042755598,0.6481002886505596,-0.1321090777130596
1.371,2,0.0502599850387885,-0.8603845462112114,0.5017419680862114,0.0739416256637885
1.378,3,0.0706971418883998,-0.8193175065491002,0.5658995377991001,0.0589783918883998
1.378,4,0.0261983267296738,-0.8638773568640761,0.4755716928015759,0.1638936392296739
1.378,5,0.0081390458508453,-0.8456207197741546,0.4927154463366545,0.2051605302258455
1.401,0,-4.3296372853596765e-17,-0.7071067811865476,0.7071067811865475,-4.329637285359678e-17
1.403,1,0.5070510785369404,-0.5526413042755598,0.6481002886505596,-0.1321090777130596
1.403,2,0.050189425587215,-0.8604551056627849,0.5016294220690349,0.073932101368465
1.409,3,0.0706365981402277,-0.8197442612347723,0.5652886948285221,0.0589788832964778
1.409,4,0.0257081007693249,-0.864001371886925,0.4752684617306749,0.164196870300575
1.409,5,0.0075418965976333,-0.8457906229336166,0.4922749979336164,0.2055399434726334
1.44,0,-4.3296372853596765e-17,-0.7071067811865476,0.7071067811865475,-4.329637285359678e-17
1.441,1,0.5070510785369404,-0.5526413042755598,0.6481002886505596,-0.1321090777130596
1.441,2,0.050189425587215,-0.8604551056627849,0.5016294220690349,0.073932101368465
