Timestamp, Sensor,QuatI,QuatJ,QuatK,QuatSum
0.0,0,-4.3296372853596765e-17,-0.7071067811865476,0.7071067811865475,-4.329637285359678e-17
0.0,1,0.0894493888854597,-0.6889319587707903,0.31936408767704,-0.6444983650207903
0.0,2,-0.1310005843291442,-0.6574898421416443,0.7418404280791441,-0.0147896468291442
0.004,3,-0.3779164346330997,-0.5215931924455998,0.6861439736955997,-0.3381215127580999
0.004,4,-0.6474277694938986,-0.0357334335563985,0.1186802109001485,-0.7519809921501488
0.005,5,0.07955422073855012,-0.6346181425426999,0.6997426542614498,0.31826271683230023
0.032,0,-4.3296372853596765e-17,-0.7071067811865476,0.7071067811865475,-4.329637285359678e-17
0.032,1,0.0894117596156846,-0.6889695880405654,0.3193406817905652,-0.6444749591343155
0.032,2,-0.1309972498974833,-0.6574254725537334,0.7418981288037332,-0.0147863123974834
0.034,3,-0.3779164346330997,-0.5215931924455998,0.6861439736955997,-0.3381215127580999
0.035,4,-0.6474277694938986,-0.0357334335563985,0.1186802109001485,-0.7519809921501488
0.035,5,0.0795954636972642,-0.6346989698964858,0.6997014113027356,0.3181818894785143
0.068,0,-4.3296372853596765e-17,-0.7071067811865476,0.7071067811865475,-4.329637285359678e-17
0.068,1,0.0892971451118923,-0.6890231673881078,0.3192721908256075,-0.6444675033256078
0.068,2,-0.1309872174967575,-0.6572323346842576,0.7420712018717575,-0.0147762799967576
0.07,3,-0.3779721522739917,-0.5212826991489917,0.6863217616489916,-0.3381772303989919
0.07,4,-0.6472041753208453,-0.0356319096958453,0.1186397221958452,-0.7521846440708455
0.07,5,0.0794054297637013,-0.6345227928925486,0.6998304100800485,0.3182970313262013
0.098,0,-4.3296372853596765e-17,-0.7071067811865476,0.7071067811865475,-4.329637285359678e-17
0.098,1,0.0890430454387274,-0.6891551967487726,0.3190380092487724,-0.6444774623737726
0.098,2,-0.1310125933488465,-0.6571966753800965,0.7420965777238464,-0.0148626910050965
0.101,3,-0.3779721522739917,-0.5212826991489917,0.6863217616489916,-0.3381772303989919
0.102,4,-0.6472318575485224,-0.0355375216110224,0.1187284395797723,-0.7521512911422725
0.102,5,0.0792524185224815,-0.6344926986650185,0.6998613510087683,0.3183271255537316
0.13,0,-4.3296372853596765e-17,-0.7071067811865476,0.7071067811865475,-4.329637285359678e-17
0.13,1,0.0887480784281932,-0.6896332692280569,0.3186005543843067,-0.6442231129780569
0.13,2,-0.1308731363551288,-0.6572403238551289,0.7420791910426286,-0.0150284097926288
0.136,3,-0.3777922439054637,-0.5214079665617137,0.6862639235929636,-0.3383024978117137
0.136,4,-0.6472355773912388,-0.0357853820787388,0.1186100891099887,-0.752155010984989
0.136,5,0.0792936265900455,-0.6345735609099544,0.6998201429412043,0.3182462633087956
0.167,0,-4.3296372853596765e-17,-0.7071067811865476,0.7071067811865475,-4.329637285359678e-17
0.167,1,0.0883886985802161,-0.6901147193885339,0.3182885475135337,-0.643911106107284
0.167,2,-0.130678374269212,-0.6572897023942121,0.7420675344254619,-0.0151388234879621
0.171,3,-0.3775368155433671,-0.5213356436683672,0.686374706168367,-0.3384743155433672
0.171,4,-0.647000238328078,-0.035977289109328,0.1186188906718279,-0.7523469180155782
0.171,5,0.0794720235139671,-0.6343341288297829,0.7001300272672828,0.3179974141389671
0.198,0,-4.3296372853596765e-17,-0.7071067811865476,0.7071067811865475,-4.329637285359678e-17
0.198,1,0.088067816124902,-0.6905576721563481,0.3177549377813478,-0.6437437073125981
0.198,2,-0.1305290122325563,-0.6570793052013064,0.7422843833263062,-0.0149284262950564
0.199,3,-0.3771773468668149,-0.5212203156168149,0.6866866242105648,-0.3384200226480649
0.199,4,-0.6467058556506056,-0.0361711876818556,0.1189348595568555,-0.7525408165881058
0.199,5,0.0796505207656931,-0.6340945964218069,0.7001346354843068,0.3184200520156932
0.234,0,-4.3296372853596765e-17,-0.7071067811865476,0.7071067811865475,-4.329637285359678e-17
0.234,1,0.0878596702655553,-0.6912540992656947,0.3168644508281945,-0.6434635719219447
0.235,2,-0.1299391795241787,-0.6570387888991788,0.7424269724929285,-0.0147658396804287
0.237,3,-0.37691481042347585,-0.521323990110976,0.6868513338609759,-0.33821852136097585
0.237,4,-0.6466479869638383,-0.0367236705575883,0.1190600963388382,-0.7525439830575884
0.237,5,0.0800273900019809,-0.634022902966769,0.7001239771855189,0.318491745470731
0.267,0,-4.3296372853596765e-17,-0.7071067811865476,0.7071067811865475,-4.329637285359678e-17
0.267,1,0.08746674488263881,-0.6918301301173613,0.31628081371111094,-0.6431851105861113
0.267,2,-0.1298838620002323,-0.6570445065314824,0.7424326901252323,-0.0147105221564824
0.268,3,-0.3768764686032287,-0.5213466834469788,0.6868740271969787,-0.3381801795407289
0.268,4,-0.6465986439822202,-0.03691846820097001,0.11919385882596992,-0.7525556752322202
0.269,5,0.0801187482844687,-0.6339315446842813,0.700154689215531,0.3185831037532188
0.299,0,-4.3296372853596765e-17,-0.7071067811865476,0.7071067811865475,-4.329637285359678e-17
0.299,1,0.0872795397967535,-0.6920173352032465,0.3161628430157463,-0.6430671398907466
0.299,2,-0.129798610407347,-0.6570202900948471,0.7424695088448469,-0.014686305719847
0.306,3,-0.3769792952175163,-0.5215105452175163,0.6867327131862662,-0.3380999006862664
0.306,4,-0.6466018704033772,-0.0369827297783772,0.1191360500908771,-0.7525589016533774
0.306,5,0.0801599109592889,-0.634012452321961,0.7001135265407109,0.318502196115539
0.335,0,-4.3296372853596765e-17,-0.7071067811865476,0.7071067811865475,-4.329637285359678e-17
0.335,1,0.087238046991992,-0.691570546758008,0.3165705467580078,-0.643352773320508
0.335,2,-0.1301119787154147,-0.6570895177779148,0.7423556310591646,-0.0145724279341648
0.337,3,-0.37725224448450945,-0.5214172835470096,0.6866394515157594,-0.33812870932825956
0.337,4,-0.6467095716487061,-0.0364800794612062,0.1191827161799561,-0.7524834974299563
0.337,5,0.0797910590330305,-0.6341981987794695,0.6999330620607194,0.3186216254392806
0.367,0,-4.3296372853596765e-17,-0.7071067811865476,0.7071067811865475,-4.329637285359678e-17
0.367,1,0.0870506942871309,-0.6913916885253691,0.3168799697753689,-0.6434180557128691
0.367,2,-0.1305325085297023,-0.6570828014984524,0.7422878796234522,-0.0145657116547023
0.369,3,-0.3776940893195687,-0.5213098119758188,0.6864709447883187,-0.3381433080695689
0.369,4,-0.6467772079309864,-0.0361815048059863,0.1192503524622362,-0.7524290633997365
0.369,5,0.07939336136734841,-0.6343517558201516,0.6999645487889015,0.31834599808609854
0.399,0,-4.3296372853596765e-17,-0.7071067811865476,0.7071067811865475,-4.329637285359678e-17
0.399,1,0.0870901379665274,-0.6910470690647226,0.3173288073459723,-0.6435617175022226
0.399,2,-0.130783677717802,-0.6570287949053021,0.742294908186552,-0.014389634749052
0.403,3,-0.3778414744902559,-0.521152021365256,0.6865572948027558,-0.338046552615256
0.403,4,-0.6468480527833291,-0.035947173877079,0.119260162158329,-0.7523778379395792
0.403,5,0.0791366718791669,-0.634486374995833,0.6997939921833329,0.318516554691667
0.436,0,-4.3296372853596765e-17,-0.7071067811865476,0.7071067811865475,-4.329637285359678e-17
0.436,1,0.08741665760836702,-0.6907815845791331,0.31761263926663286,-0.6436624439541331
0.436,2,-0.1308565022074958,-0.6567964436137459,0.7424898029887458,-0.0142793537699959
0.438,3,-0.3778037109681147,-0.5210532226868647,0.6866416015931146,-0.3380698242493647
0.438,4,-0.6466768971114605,-0.03577601820521031,0.11939418226771022,-0.7525118580489606
0.438,5,0.0788350457727318,-0.6343607550085183,0.6999125128210181,0.3185811395227319
0.468,0,-4.3296372853596765e-17,-0.7071067811865476,0.7071067811865475,-4.329637285359678e-17
0.468,1,0.0875890228725185,-0.6905481841587314,0.3180506255649812,-0.6436731841587315
0.468,2,-0.1311351922952345,-0.6567089227639846,0.7425243524514844,-0.0139476922952346
0.468,3,-0.37803752135879715,-0.5209818572962972,0.6866923065150471,-0.33781535339004726
0.468,4,-0.6466951737107267,-0.035672224491976504,0.11959556433572642,-0.7524690994919767
0.469,5,0.0786612434909295,-0.6345345572903205,0.6996590690090703,0.3188345833346795
