Sensors: lowerArm (0), thumb (1), index (2), mid (3), ring (4), pinky (5), palm (6)
Timestamp, Tick, Sensor, QuatI, QuatJ, QuatK, QuatSum
0.0,16938,0,-4.329637285359677e-17,-0.7071067811865476,0.7071067811865475,-4.329637285359678e-17
0.0,16938,1,0.5074189579641742,-0.5556303584420758,0.6482206904733256,-0.11666551469207573
0.0,16938,2,0.05314914368849649,-0.8703738055302535,0.4828615984990034,0.0804318585322465
0.005,16942,3,0.07730922086779307,-0.827964216632207,0.5519632400697068,0.06192836149279314
0.005,16942,4,0.015555725543958676,-0.8637777705497913,0.4704672236747911,0.1797402958564588
0.005,16942,5,-0.007263123956743889,-0.8363646864567439,0.5016478895817438,0.22088629010575617
0.034,16972,0,-4.329637285359677e-17,-0.7071067811865476,0.7071067811865475,-4.329637285359678e-17
0.034,16972,1,0.5052950010133237,-0.5562284364866763,0.6493680849241762,-0.11665324117417628
0.034,16972,2,0.05238363974524369,-0.8699186063485064,0.48387124306725626,0.07978842490149371
0.036,16974,3,0.07684150715041921,-0.8270281217558308,0.5534685514433306,0.06158271808791928
0.036,16974,4,0.0153259264936636,-0.8633361828813364,0.4716735852250862,0.1787170397749137
0.036,16974,5,-0.005677385097302645,-0.8363658616598026,0.5024425218160524,0.2191150953714474
0.075,17011,0,-4.329637285359677e-17,-0.7071067811865476,0.7071067811865475,-4.329637285359678e-17
0.075,17011,1,0.5049672213473452,-0.556617251308905,0.6493296536526548,-0.11643170443390481
0.075,17011,2,0.05104172909401167,-0.8704060248122383,0.48301588809348817,0.08052170956276174
0.076,17013,3,0.07615153161259647,-0.8265584293249035,0.5542805972936533,0.06144205895634654
0.076,17013,4,0.014925257128402758,-0.8632485709965971,0.471952184277847,0.17843844072215287
0.077,17013,5,-0.005385597008989108,-0.8369285657589892,0.501540382165239,0.21904067252226098
0.103,17039,0,-4.329637285359677e-17,-0.7071067811865476,0.7071067811865475,-4.329637285359678e-17
0.104,17039,1,0.5048521606136162,-0.5571595581363841,0.6488343628238838,-0.11709608157388389
0.104,17039,2,0.049943054810571985,-0.871016417845678,0.48197833190817785,0.08082684387307205
0.107,17043,3,0.0758899602733416,-0.8261486139454084,0.5549694147266582,0.061058417304591675
0.107,17043,4,0.015051384015383086,-0.8632445144221169,0.47225330348461675,0.17764904026538322
0.107,17043,5,-0.005330770564607956,-0.837789266658358,0.5002648525958577,0.2186682528728921
0.134,17070,0,-4.329637285359677e-17,-0.7071067811865476,0.7071067811865475,-4.329637285359678e-17
0.134,17070,1,0.5037595353277917,-0.5577028670159583,0.6493166365472081,-0.11654075764095814
0.134,17070,2,0.04949439960255558,-0.8710378269599444,0.4819997410224443,0.0807443996025556
0.135,17072,3,0.07594340789883869,-0.8253627444449113,0.5561977053824112,0.06044047821133876
0.135,17072,4,0.015647915151576042,-0.862953159067174,0.47318265125467374,0.17653658702657615
0.135,17072,5,-0.005646439807753478,-0.8382270062140035,0.4992377484015033,0.21932914612974658
0.169,17106,0,-4.329637285359677e-17,-0.7071067811865476,0.7071067811865475,-4.329637285359678e-17
0.171,17106,1,0.5031165821751407,-0.5579796092311096,0.6495933787623593,-0.11645128891860938
0.171,17106,2,0.04956519717897218,-0.8707228887585279,0.4826003301647777,0.08051002139772226
0.176,17113,3,0.07559776946578356,-0.8246097500654664,0.5573978360029663,0.06009483977828363
0.176,17113,4,0.01549581020033608,-0.8627390530809139,0.47388407261216375,0.17571309535658614
0.176,17113,5,-0.006038859154262166,-0.8384973552480122,0.49889774587301194,0.21905879709573794
0.203,17140,0,-4.329637285359677e-17,-0.7071067811865476,0.7071067811865475,-4.329637285359678e-17
0.203,17140,1,0.5029427616972527,-0.5580923945527475,0.6495230586152473,-0.11705235549024727
0.203,17140,2,0.05043488863813711,-0.8707076894868628,0.4824020254243627,0.08131867770063718
0.207,17144,3,0.07514493090224744,-0.8240249909727526,0.5583389558165024,0.05994717699599751
0.207,17144,4,0.015559040074524022,-0.862431682581726,0.4745532646129758,0.17541011429327408
0.207,17144,5,-0.0045068429230318285,-0.8381250069855317,0.4999902413605316,0.21802733676446828
0.233,17171,0,-4.329637285359677e-17,-0.7071067811865476,0.7071067811865475,-4.329637285359678e-17
0.234,17171,1,0.5016729595142897,-0.5582635639232105,0.6503045795482103,-0.11734559517321035
0.234,17171,2,0.049527030906186764,-0.8703338089375632,0.48306574253131307,0.08193669887493683
0.234,17172,3,0.07472685949957741,-0.8232223592504226,0.5595504842504224,0.06020049231207748
0.235,17172,4,0.015818813305878532,-0.8618056984128715,0.4756972999753713,0.1753647117433786
0.235,17172,5,-0.004092406216277157,-0.8374664296537772,0.501101683560027,0.21801452737747298
0.268,17206,0,-4.329637285359677e-17,-0.7071067811865476,0.7071067811865475,-4.329637285359678e-17
0.27,17206,1,0.5009876978362445,-0.5577281224762557,0.6512339818512555,-0.11766464591375546
0.27,17206,2,0.049000073282489294,-0.8697010985925108,0.48426408687376066,0.08189802250123931
0.279,17216,3,0.07381102753621943,-0.8216967849637806,0.5618701248075304,0.0605663986299695
0.279,17216,4,0.016418687536453813,-0.8607785780885462,0.47778297261979596,0.17468284769270392
0.28,17216,5,-0.0038901114839454687,-0.8363486075776954,0.5028525138276952,0.21827785726605464
0.306,17244,0,-4.329637285359677e-17,-0.7071067811865476,0.7071067811865475,-4.329637285359678e-17
0.307,17244,1,0.5008862428255346,-0.5566088743619656,0.6521288938932154,-0.11843748764321547
0.307,17244,2,0.04839205500328353,-0.8690273785904664,0.4856045270279663,0.0814731096907836
0.307,17244,3,0.07273455779857801,-0.8210032351701719,0.5630076297014218,0.060710632017328084
0.307,17244,4,0.01701361342688279,-0.8603667576668672,0.479019101416867,0.1732636134268829
0.307,17244,5,-0.0028189114406885762,-0.8358267239406886,0.5045278958156885,0.21641936980931148
0.336,17274,0,-4.329637285359677e-17,-0.7071067811865476,0.7071067811865475,-4.329637285359678e-17
0.336,17274,1,0.5017558368080983,-0.5557392803794019,0.6518696514731517,-0.12025344053565172
0.336,17274,2,0.04794830992141303,-0.868372490859837,0.4868417291410869,0.08133454039016305
0.337,17274,3,0.07151984471597739,-0.8205089638777726,0.5638561318465225,0.06096076268472746
0.337,17274,4,0.018094453337274108,-0.8603235154127259,0.4795251755689757,0.17196408224352416
0.337,17274,5,-0.0011157201555135332,-0.8361376928117634,0.5047778295305133,0.21464355718823658
0.376,17313,0,-4.329637285359677e-17,-0.7071067811865476,0.7071067811865475,-4.329637285359678e-17
0.376,17313,1,0.50214130777598,-0.5557200203490201,0.6514231453490199,-0.12114970784901999
0.376,17313,2,0.04778020012625478,-0.8676861084674952,0.4881084717487451,0.0811664305950048
0.377,17314,3,0.07015887602964871,-0.8198557724078512,0.5649119247516011,0.06155291899839878
0.377,17314,4,0.01884325284532185,-0.8606123135609282,0.479386727623428,0.17082079190782198
0.377,17314,5,0.0007288306228491193,-0.8369786889084008,0.5041539818771507,0.21282599859159923
0.404,17341,0,-4.329637285359677e-17,-0.7071067811865476,0.7071067811865475,-4.329637285359678e-17
0.404,17341,1,0.5029360221151883,-0.5555356575723118,0.6507505013223116,-0.12230811850981169
0.404,17341,2,0.04803732498332963,-0.8670017375166703,0.48925515548542026,0.08142355545207965
0.407,17343,3,0.06959303974467013,-0.8195671165053299,0.5653556907240798,0.061963645213420196
0.407,17343,4,0.019379984389742977,-0.860502828110257,0.47982655857900686,0.17007578517099303
0.407,17343,5,0.0018738056569602701,-0.8382751201242897,0.5026427959055395,0.21128542675071033
0.435,17372,0,-4.329637285359677e-17,-0.7071067811865476,0.7071067811865475,-4.329637285359678e-17
0.435,17372,1,0.5036668491921553,-0.5557813929953449,0.6495924281515947,-0.12432387346409472
0.435,17372,2,0.044125984432012606,-0.8642602460367375,0.4943261640054873,0.08215088677576268
0.436,17373,3,0.068856218275965,-0.819205305161535,0.5659704418802849,0.06195924561971507
0.436,17373,4,0.019411919618777196,-0.8605319280374728,0.47997772881872264,0.16949736883752725
0.436,17373,5,0.002592985801509684,-0.8387156079484903,0.5024729321672401,0.2099294115827598
0.47,17408,0,-4.329637285359677e-17,-0.7071067811865476,0.7071067811865475,-4.329637285359678e-17
0.47,17408,1,0.5039242656664342,-0.555890187458566,0.6490908710523158,-0.12540923042731583
0.47,17408,2,0.04314974093390673,-0.8625509426598433,0.49743863797234317,0.0818460299964068
0.475,17411,3,0.06829177096004041,-0.8188542251337096,0.5665348891962094,0.06206618502254048
0.475,17411,4,0.019997612738429486,-0.8606176216365705,0.48000238726157035,0.16892339398842962
0.475,17411,5,0.0033124380767260986,-0.8393389291107739,0.5018145150482738,0.20900091463922615
0.502,17438,0,-4.329637285359677e-17,-0.7071067811865476,0.7071067811865475,-4.329637285359678e-17
0.503,17438,1,0.5043129116175379,-0.5557456821324622,0.648763260257462,-0.1261802524449621
0.503,17438,2,0.04347048241836199,-0.861558814456638,0.49925412695663784,0.08106813866836206
0.505,17442,3,0.06819974843744214,-0.8185800367188079,0.5669320875000576,0.06215726796869221
0.505,17442,4,0.020291852530950116,-0.8605064873127999,0.4802574638752997,0.16872935253095017
0.505,17442,5,0.0038570661626294855,-0.8394656877436205,0.5015750627436204,0.20905726147512954
0.534,17470,0,-4.329637285359677e-17,-0.7071067811865476,0.7071067811865475,-4.329637285359678e-17
0.534,17470,1,0.5040805526819069,-0.5554897598180933,0.6491176895055931,-0.12641261138059323
0.534,17470,2,0.04435118497755347,-0.8607391470536965,0.5006927603349465,0.08042296232130348
0.537,17474,3,0.06813871693337614,-0.8181527869728739,0.5675424354103737,0.06227934193337621
0.537,17474,4,0.02058400819195738,-0.8603364019642925,0.4805756597767924,0.1686552972544575
0.537,17474,5,0.004387890180092668,-0.8394231449761573,0.5017766606011571,0.20873359330509272
0.571,17507,0,-4.329637285359677e-17,-0.7071067811865476,0.7071067811865475,-4.329637285359678e-17
0.571,17507,1,0.5036581895167487,-0.5554238417332514,0.6494790175145012,-0.1265297987645013
0.571,17507,2,0.044509309625829496,-0.8606420575616704,0.5008398114679204,0.08045901665707951
0.574,17511,3,0.06785695698727362,-0.8180073008252264,0.5677631602002262,0.06248586323727369
0.575,17511,4,0.020778001792061462,-0.8603255138329384,0.4806258068016883,0.16854411507331157
0.575,17511,5,0.004733562437628014,-0.8396267891248719,0.5014920234998718,0.20859098431262812
0.602,17539,0,-4.329637285359677e-17,-0.7071067811865476,0.7071067811865475,-4.329637285359678e-17
0.602,17539,1,0.5029737716336352,-0.5555589432101149,0.6497361893038647,-0.12733628696011476
0.603,17539,2,0.0448245415165997,-0.8605709662959002,0.5009518256709002,0.08034700245409972
0.605,17542,3,0.06783263754788604,-0.817909549952114,0.5679095499521138,0.06246154379788611
0.605,17542,4,0.020828952710306714,-0.8602745629146933,0.4806969261959431,0.16859506599155677
0.605,17542,5,0.004820181765862519,-0.8397232752653874,0.5013443690153873,0.20855553332836263
0.641,17579,0,-4.329637285359677e-17,-0.7071067811865476,0.7071067811865475,-4.329637285359678e-17
0.641,17579,1,0.5030950644242479,-0.5553766152632523,0.6497980019820021,-0.1273370644820021
0.641,17579,2,0.04539423195638964,-0.8603064516373603,0.5014197328873602,0.07994013039388971
0.642,17579,3,0.06801076719957289,-0.8177314203004271,0.5681586663941769,0.062334497668322955
0.642,17579,4,0.021183978145496107,-0.8602857484170039,0.48070811169825367,0.16846181017674622
0.642,17579,5,0.005008652112068801,-0.8397179103879311,0.501400039294181,0.2084388278933189
0.67,17607,0,-4.329637285359677e-17,-0.7071067811865476,0.7071067811865475,-4.329637285359678e-17
0.67,17607,1,0.5027286653381079,-0.5554378385681423,0.6499812955993922,-0.12758139325564222
0.67,17607,2,0.04554160073561336,-0.8602811531706367,0.5014554695768865,0.07990439370436338
0.677,17614,3,0.06802290275347678,-0.8177803199027732,0.5680854956840231,0.06234663322222685
0.677,17614,4,0.021156747182911384,-0.8604350496920885,0.4804301668795884,0.1684956143704115
0.678,17614,5,0.005082788233970237,-0.8400710203597797,0.5007765867660295,0.20851296401522035
0.701,17638,0,-4.329637285359677e-17,-0.7071067811865476,0.7071067811865475,-4.329637285359678e-17
0.702,17638,1,0.5024100261521862,-0.555695442597814,0.6498726886915638,-0.12826624337906384
0.702,17638,2,0.04607075877229655,-0.8603013115402034,0.5014145927902033,0.07964009470979662
0.705,17642,3,0.06849470262078289,-0.8179188715979671,0.567857836441717,0.06208601121453296
0.705,17642,4,0.02143613938835731,-0.8607049738928927,0.4800287043616425,0.16822569016960737
0.705,17642,5,0.00552873434171286,-0.8406016367520371,0.500025464877037,0.20816545309171292
0.736,17673,0,-4.329637285359677e-17,-0.7071067811865476,0.7071067811865475,-4.329637285359678e-17
0.736,17673,1,0.5029909066323208,-0.5555418082114294,0.6495969839926792,-0.12805157383642923
0.737,17673,2,0.046732690822564545,-0.8605549068336855,0.5009968013649354,0.07914235879131462
0.737,17675,3,0.0689361798006245,-0.8180877459806255,0.5675994647306253,0.06173403136312457
0.738,17675,4,0.021544351801207395,-0.8610850427300425,0.4794322106987924,0.1679676916449575
0.738,17675,5,0.006112982879810991,-0.841238091338939,0.4991360405576888,0.2077121039735611
0.771,17709,0,-4.329637285359677e-17,-0.7071067811865476,0.7071067811865475,-4.329637285359678e-17
0.771,17709,1,0.5037364601679705,-0.5552845359257798,0.6492176413945295,-0.12816051248827953
0.772,17709,2,0.047246981083704565,-0.8605899329787954,0.5009707923537953,0.07861905139620463
0.778,17714,3,0.06943941398748277,-0.8182558985125172,0.567340371168767,0.06132173820623284
0.778,17714,4,0.022041469803738556,-0.8614424169150114,0.4789350926962613,0.1674882471474886
0.778,17714,5,0.006887534695167563,-0.8418673481173324,0.4983004535860822,0.20714388235141767
0.802,17738,0,-4.329637285359677e-17,-0.7071067811865476,0.7071067811865475,-4.329637285359678e-17
0.802,17738,1,0.5041940784904002,-0.5548269176033499,0.6491872691658497,-0.12849635119709976
0.802,17738,2,0.047666657451925394,-0.8605364675480747,0.5011004323918246,0.07812320042067547
0.806,17742,3,0.06966704628053538,-0.8182113716882147,0.5674179146569645,0.06093901893678545
0.806,17742,4,0.022664990976396737,-0.8614902824611033,0.47892192308610304,0.16719624097639685
0.806,17742,5,0.007408572379834055,-0.842078732307666,0.4980235565264158,0.2069324981610841
0.839,17775,0,-4.329637285359677e-17,-0.7071067811865476,0.7071067811865475,-4.329637285359678e-17
0.839,17775,1,0.5045236788101813,-0.5546193875960687,0.6490407743148185,-0.12883813759606863
0.839,17775,2,0.04804037255140653,-0.8604679282298435,0.5012760336985933,0.07752035302015654
0.84,17777,3,0.0701220627991948,-0.8181836012633052,0.567451179388305,0.060478508111694876
0.84,17777,4,0.023207617888097998,-0.861680077424402,0.47868447195565184,0.16682334054434805
0.84,17777,5,0.007168634381400252,-0.8421965999935997,0.4977752132748496,0.2070587711001503
0.871,17807,0,-4.329637285359677e-17,-0.7071067811865476,0.7071067811865475,-4.329637285359678e-17
0.871,17807,1,0.5048399788478498,-0.5545472281834004,0.6488465445896502,-0.12888804849590024
0.871,17807,2,0.04813543849937291,-0.860555967750627,0.5011199325943769,0.07749334865562298
0.876,17814,3,0.07014058431154468,-0.8182871500634553,0.5673105875634552,0.060374959311544754
0.877,17814,4,0.0232408527153265,-0.8619520183784235,0.47822399103467333,0.16673450505907655
0.877,17814,5,0.006380750063573859,-0.842496203061426,0.4970982538426759,0.20749158990732397
0.902,17838,0,-4.329637285359677e-17,-0.7071067811865476,0.7071067811865475,-4.329637285359678e-17
0.902,17838,1,0.5053771712253535,-0.5544983170558966,0.6483703873683964,-0.12938845377464644
0.902,17838,2,0.048411863259868404,-0.8607067890838815,0.5009045429901315,0.07703735154111842
0.905,17843,3,0.0702023751887999,-0.8184694998112001,0.5670656912174499,0.06013157440754997
0.905,17843,4,0.023263300892225836,-0.8623568162952742,0.477591191295274,0.1664517774547259
0.905,17843,5,0.005981713329956784,-0.8430783452637932,0.49615451713879305,0.20739772895495684
0.941,17878,0,-4.329637285359677e-17,-0.7071067811865476,0.7071067811865475,-4.329637285359678e-17
0.941,17878,1,0.5058732704556456,-0.5541853232943547,0.6481794639193545,-0.12974684673185455
0.941,17878,2,0.04890243825432722,-0.8607044953394227,0.5009632844019226,0.07636825856682729
0.941,17879,3,0.07036933660649464,-0.8186077141747554,0.5668987297997552,0.059627149106494706
0.941,17879,4,0.023544015609788915,-0.8629305937652111,0.4767611601714609,0.16581696482853897
0.941,17879,5,0.005900954466590558,-0.8434642799084093,0.4956859595959092,0.20695075915409067
0.971,17908,0,-4.329637285359677e-17,-0.7071067811865476,0.7071067811865475,-4.329637285359678e-17
0.971,17908,1,0.5058925855882788,-0.5541660081617212,0.6480991136304711,-0.1301547776929712
0.972,17908,2,0.04927411115962827,-0.8606990333716218,0.5010188575903717,0.07582440412837835
0.982,17917,3,0.07056033480179691,-0.8187829269169531,0.5666466964482029,0.05939090120804698
0.983,17917,4,0.023723520321839553,-0.8632393703031604,0.4762154445219103,0.1657523289155896
0.983,17917,5,0.00595673523150031,-0.8439578155497497,0.4948977569559995,0.20682343445025037
1.002,17938,0,-4.329637285359677e-17,-0.7071067811865476,0.7071067811865475,-4.329637285359678e-17
1.002,17938,1,0.5062814214004432,-0.5538992426620569,0.6479544184433067,-0.13049836375580678
1.002,17938,2,0.04964613741400542,-0.8606932180547445,0.5010740774297444,0.07528090303900549
1.008,17945,3,0.07061602009202478,-0.8189103470954753,0.566468940845475,0.05926348102952485
1.009,17945,4,0.024072232325559773,-0.8634399747056902,0.47598880283069,0.16530758388805988
1.009,17945,5,0.0061604553355137925,-0.8443034118519861,0.494449896226986,0.2064778381480139
1.038,17976,0,-4.329637285359677e-17,-0.7071067811865476,0.7071067811865475,-4.329637285359678e-17
1.038,17976,1,0.506384503379964,-0.5537351255262862,0.647973406776286,-0.13070045755753612
1.038,17976,2,0.04988116099152823,-0.8606412999459718,0.5012052647897216,0.07484453989777824
1.04,17977,3,0.07056094859967443,-0.8189654185878256,0.5664019420253255,0.0592084095371745
1.04,17977,4,0.02452538820840633,-0.8635971703853436,0.47584082272909345,0.16484521242715644
1.04,17977,5,0.006276403546777498,-0.8445536745782225,0.4941508425469723,0.2061665402655276
1.071,18008,0,-4.329637285359677e-17,-0.7071067811865476,0.7071067811865475,-4.329637285359678e-17
1.071,18008,1,0.506292414510473,-0.5534610034582772,0.6482486011145271,-0.1308535815832771
1.071,18008,2,0.05013044481822932,-0.8604530512755207,0.5015663325255206,0.0744224370057294
