,Timestamp,frame_path
0,0.0,../../video_data/frames/participant_10\frame_02_0.0.jpg
1,0.035,../../video_data/frames/participant_10\frame_02_0.035.jpg
2,0.039,../../video_data/frames/participant_10\frame_02_0.039.jpg
3,0.04,../../video_data/frames/participant_10\frame_02_0.04.jpg
4,0.043,../../video_data/frames/participant_10\frame_02_0.043.jpg
5,0.044,../../video_data/frames/participant_10\frame_02_0.044.jpg
6,0.049,../../video_data/frames/participant_10\frame_02_0.049.jpg
7,0.05,../../video_data/frames/participant_10\frame_02_0.05.jpg
8,0.112,../../video_data/frames/participant_10\frame_02_0.112.jpg
9,0.114,../../video_data/frames/participant_10\frame_02_0.114.jpg
10,0.115,../../video_data/frames/participant_10\frame_02_0.115.jpg
11,0.12,../../video_data/frames/participant_10\frame_02_0.12.jpg
12,0.121,../../video_data/frames/participant_10\frame_02_0.121.jpg
13,0.122,../../video_data/frames/participant_10\frame_02_0.122.jpg
14,0.123,../../video_data/frames/participant_10\frame_02_0.123.jpg
15,0.124,../../video_data/frames/participant_10\frame_02_0.124.jpg
16,0.125,../../video_data/frames/participant_10\frame_02_0.125.jpg
17,0.13,../../video_data/frames/participant_10\frame_02_0.13.jpg
18,0.131,../../video_data/frames/participant_10\frame_02_0.131.jpg
19,0.14,../../video_data/frames/participant_10\frame_02_0.14.jpg
20,0.141,../../video_data/frames/participant_10\frame_02_0.141.jpg
21,0.143,../../video_data/frames/participant_10\frame_02_0.143.jpg
22,0.146,../../video_data/frames/participant_10\frame_02_0.146.jpg
23,0.147,../../video_data/frames/participant_10\frame_02_0.147.jpg
24,0.173,../../video_data/frames/participant_10\frame_02_0.173.jpg
25,0.175,../../video_data/frames/participant_10\frame_02_0.175.jpg
26,0.176,../../video_data/frames/participant_10\frame_02_0.176.jpg
27,0.179,../../video_data/frames/participant_10\frame_02_0.179.jpg
28,0.18,../../video_data/frames/participant_10\frame_02_0.18.jpg
29,0.181,../../video_data/frames/participant_10\frame_02_0.181.jpg
30,0.202,../../video_data/frames/participant_10\frame_02_0.202.jpg
31,0.203,../../video_data/frames/participant_10\frame_02_0.203.jpg
32,0.204,../../video_data/frames/participant_10\frame_02_0.204.jpg
33,0.205,../../video_data/frames/participant_10\frame_02_0.205.jpg
34,0.206,../../video_data/frames/participant_10\frame_02_0.206.jpg
35,0.207,../../video_data/frames/participant_10\frame_02_0.207.jpg
36,0.246,../../video_data/frames/participant_10\frame_02_0.246.jpg
37,0.247,../../video_data/frames/participant_10\frame_02_0.247.jpg
38,0.248,../../video_data/frames/participant_10\frame_02_0.248.jpg
39,0.249,../../video_data/frames/participant_10\frame_02_0.249.jpg
40,0.25,../../video_data/frames/participant_10\frame_02_0.25.jpg
41,0.273,../../video_data/frames/participant_10\frame_02_0.273.jpg
42,0.274,../../video_data/frames/participant_10\frame_02_0.274.jpg
43,0.276,../../video_data/frames/participant_10\frame_02_0.276.jpg
44,0.277,../../video_data/frames/participant_10\frame_02_0.277.jpg
45,0.278,../../video_data/frames/participant_10\frame_02_0.278.jpg
46,0.303,../../video_data/frames/participant_10\frame_02_0.303.jpg
47,0.305,../../video_data/frames/participant_10\frame_02_0.305.jpg
48,0.306,../../video_data/frames/participant_10\frame_02_0.306.jpg
49,0.312,../../video_data/frames/participant_10\frame_02_0.312.jpg
50,0.313,../../video_data/frames/participant_10\frame_02_0.313.jpg
51,0.314,../../video_data/frames/participant_10\frame_02_0.314.jpg
52,0.34,../../video_data/frames/participant_10\frame_02_0.34.jpg
53,0.343,../../video_data/frames/participant_10\frame_02_0.343.jpg
54,0.344,../../video_data/frames/participant_10\frame_02_0.344.jpg
55,0.348,../../video_data/frames/participant_10\frame_02_0.348.jpg
56,0.349,../../video_data/frames/participant_10\frame_02_0.349.jpg
57,0.37,../../video_data/frames/participant_10\frame_02_0.37.jpg
58,0.373,../../video_data/frames/participant_10\frame_02_0.373.jpg
59,0.375,../../video_data/frames/participant_10\frame_02_0.375.jpg
60,0.378,../../video_data/frames/participant_10\frame_02_0.378.jpg
61,0.38,../../video_data/frames/participant_10\frame_02_0.38.jpg
62,0.381,../../video_data/frames/participant_10\frame_02_0.381.jpg
63,0.405,../../video_data/frames/participant_10\frame_02_0.405.jpg
64,0.406,../../video_data/frames/participant_10\frame_02_0.406.jpg
65,0.407,../../video_data/frames/participant_10\frame_02_0.407.jpg
66,0.408,../../video_data/frames/participant_10\frame_02_0.408.jpg
67,0.41,../../video_data/frames/participant_10\frame_02_0.41.jpg
68,0.411,../../video_data/frames/participant_10\frame_02_0.411.jpg
69,0.438,../../video_data/frames/participant_10\frame_02_0.438.jpg
70,0.439,../../video_data/frames/participant_10\frame_02_0.439.jpg
71,0.441,../../video_data/frames/participant_10\frame_02_0.441.jpg
72,0.444,../../video_data/frames/participant_10\frame_02_0.444.jpg
73,0.445,../../video_data/frames/participant_10\frame_02_0.445.jpg
74,0.469,../../video_data/frames/participant_10\frame_02_0.469.jpg
75,0.47,../../video_data/frames/participant_10\frame_02_0.47.jpg
76,0.472,../../video_data/frames/participant_10\frame_02_0.472.jpg
77,0.475,../../video_data/frames/participant_10\frame_02_0.475.jpg
78,0.479,../../video_data/frames/participant_10\frame_02_0.479.jpg
79,0.483,../../video_data/frames/participant_10\frame_02_0.483.jpg
80,0.506,../../video_data/frames/participant_10\frame_02_0.506.jpg
81,0.507,../../video_data/frames/participant_10\frame_02_0.507.jpg
82,0.512,../../video_data/frames/participant_10\frame_02_0.512.jpg
83,0.517,../../video_data/frames/participant_10\frame_02_0.517.jpg
84,0.518,../../video_data/frames/participant_10\frame_02_0.518.jpg
85,0.538,../../video_data/frames/participant_10\frame_02_0.538.jpg
86,0.54,../../video_data/frames/participant_10\frame_02_0.54.jpg
87,0.541,../../video_data/frames/participant_10\frame_02_0.541.jpg
88,0.544,../../video_data/frames/participant_10\frame_02_0.544.jpg
89,0.545,../../video_data/frames/participant_10\frame_02_0.545.jpg
90,0.546,../../video_data/frames/participant_10\frame_02_0.546.jpg
91,0.61,../../video_data/frames/participant_10\frame_02_0.61.jpg
92,0.613,../../video_data/frames/participant_10\frame_02_0.613.jpg
93,0.614,../../video_data/frames/participant_10\frame_02_0.614.jpg
94,0.618,../../video_data/frames/participant_10\frame_02_0.618.jpg
95,0.619,../../video_data/frames/participant_10\frame_02_0.619.jpg
96,0.62,../../video_data/frames/participant_10\frame_02_0.62.jpg
97,0.629,../../video_data/frames/participant_10\frame_02_0.629.jpg
98,0.631,../../video_data/frames/participant_10\frame_02_0.631.jpg
99,0.642,../../video_data/frames/participant_10\frame_02_0.642.jpg
100,0.645,../../video_data/frames/participant_10\frame_02_0.645.jpg
101,0.646,../../video_data/frames/participant_10\frame_02_0.646.jpg
102,0.647,../../video_data/frames/participant_10\frame_02_0.647.jpg
103,0.676,../../video_data/frames/participant_10\frame_02_0.676.jpg
104,0.677,../../video_data/frames/participant_10\frame_02_0.677.jpg
105,0.678,../../video_data/frames/participant_10\frame_02_0.678.jpg
106,0.679,../../video_data/frames/participant_10\frame_02_0.679.jpg
107,0.68,../../video_data/frames/participant_10\frame_02_0.68.jpg
108,0.705,../../video_data/frames/participant_10\frame_02_0.705.jpg
109,0.706,../../video_data/frames/participant_10\frame_02_0.706.jpg
110,0.713,../../video_data/frames/participant_10\frame_02_0.713.jpg
111,0.714,../../video_data/frames/participant_10\frame_02_0.714.jpg
112,0.738,../../video_data/frames/participant_10\frame_02_0.738.jpg
113,0.739,../../video_data/frames/participant_10\frame_02_0.739.jpg
114,0.742,../../video_data/frames/participant_10\frame_02_0.742.jpg
115,0.743,../../video_data/frames/participant_10\frame_02_0.743.jpg
116,0.744,../../video_data/frames/participant_10\frame_02_0.744.jpg
117,0.77,../../video_data/frames/participant_10\frame_02_0.77.jpg
118,0.771,../../video_data/frames/participant_10\frame_02_0.771.jpg
119,0.773,../../video_data/frames/participant_10\frame_02_0.773.jpg
120,0.774,../../video_data/frames/participant_10\frame_02_0.774.jpg
121,0.807,../../video_data/frames/participant_10\frame_02_0.807.jpg
122,0.808,../../video_data/frames/participant_10\frame_02_0.808.jpg
123,0.809,../../video_data/frames/participant_10\frame_02_0.809.jpg
124,0.81,../../video_data/frames/participant_10\frame_02_0.81.jpg
125,0.812,../../video_data/frames/participant_10\frame_02_0.812.jpg
126,0.837,../../video_data/frames/participant_10\frame_02_0.837.jpg
127,0.84,../../video_data/frames/participant_10\frame_02_0.84.jpg
128,0.844,../../video_data/frames/participant_10\frame_02_0.844.jpg
129,0.845,../../video_data/frames/participant_10\frame_02_0.845.jpg
130,0.868,../../video_data/frames/participant_10\frame_02_0.868.jpg
131,0.869,../../video_data/frames/participant_10\frame_02_0.869.jpg
132,0.871,../../video_data/frames/participant_10\frame_02_0.871.jpg
133,0.874,../../video_data/frames/participant_10\frame_02_0.874.jpg
134,0.879,../../video_data/frames/participant_10\frame_02_0.879.jpg
135,0.88,../../video_data/frames/participant_10\frame_02_0.88.jpg
136,0.906,../../video_data/frames/participant_10\frame_02_0.906.jpg
137,0.907,../../video_data/frames/participant_10\frame_02_0.907.jpg
138,0.911,../../video_data/frames/participant_10\frame_02_0.911.jpg
139,0.913,../../video_data/frames/participant_10\frame_02_0.913.jpg
140,0.915,../../video_data/frames/participant_10\frame_02_0.915.jpg
141,0.916,../../video_data/frames/participant_10\frame_02_0.916.jpg
142,0.94,../../video_data/frames/participant_10\frame_02_0.94.jpg
143,0.942,../../video_data/frames/participant_10\frame_02_0.942.jpg
144,0.943,../../video_data/frames/participant_10\frame_02_0.943.jpg
145,0.945,../../video_data/frames/participant_10\frame_02_0.945.jpg
146,0.946,../../video_data/frames/participant_10\frame_02_0.946.jpg
147,0.948,../../video_data/frames/participant_10\frame_02_0.948.jpg
148,0.97,../../video_data/frames/participant_10\frame_02_0.97.jpg
149,0.978,../../video_data/frames/participant_10\frame_02_0.978.jpg
150,0.979,../../video_data/frames/participant_10\frame_02_0.979.jpg
151,0.98,../../video_data/frames/participant_10\frame_02_0.98.jpg
152,0.983,../../video_data/frames/participant_10\frame_02_0.983.jpg
153,1.006,../../video_data/frames/participant_10\frame_02_1.006.jpg
154,1.007,../../video_data/frames/participant_10\frame_02_1.007.jpg
155,1.016,../../video_data/frames/participant_10\frame_02_1.016.jpg
156,1.056,../../video_data/frames/participant_10\frame_02_1.056.jpg
157,1.058,../../video_data/frames/participant_10\frame_02_1.058.jpg
158,1.065,../../video_data/frames/participant_10\frame_02_1.065.jpg
159,1.066,../../video_data/frames/participant_10\frame_02_1.066.jpg
160,1.085,../../video_data/frames/participant_10\frame_02_1.085.jpg
161,1.15,../../video_data/frames/participant_10\frame_02_1.15.jpg
162,1.154,../../video_data/frames/participant_10\frame_02_1.154.jpg
163,1.155,../../video_data/frames/participant_10\frame_02_1.155.jpg
164,1.219,../../video_data/frames/participant_10\frame_02_1.219.jpg
165,1.22,../../video_data/frames/participant_10\frame_02_1.22.jpg
166,1.224,../../video_data/frames/participant_10\frame_02_1.224.jpg
167,1.25,../../video_data/frames/participant_10\frame_02_1.25.jpg
168,1.251,../../video_data/frames/participant_10\frame_02_1.251.jpg
169,1.268,../../video_data/frames/participant_10\frame_02_1.268.jpg
170,1.271,../../video_data/frames/participant_10\frame_02_1.271.jpg
171,1.273,../../video_data/frames/participant_10\frame_02_1.273.jpg
172,1.275,../../video_data/frames/participant_10\frame_02_1.275.jpg
173,1.276,../../video_data/frames/participant_10\frame_02_1.276.jpg
174,1.278,../../video_data/frames/participant_10\frame_02_1.278.jpg
175,1.279,../../video_data/frames/participant_10\frame_02_1.279.jpg
176,1.28,../../video_data/frames/participant_10\frame_02_1.28.jpg
177,1.282,../../video_data/frames/participant_10\frame_02_1.282.jpg
178,1.284,../../video_data/frames/participant_10\frame_02_1.284.jpg
179,1.31,../../video_data/frames/participant_10\frame_02_1.31.jpg
180,1.311,../../video_data/frames/participant_10\frame_02_1.311.jpg
181,1.321,../../video_data/frames/participant_10\frame_02_1.321.jpg
182,1.334,../../video_data/frames/participant_10\frame_02_1.334.jpg
183,1.343,../../video_data/frames/participant_10\frame_02_1.343.jpg
184,1.344,../../video_data/frames/participant_10\frame_02_1.344.jpg
185,1.347,../../video_data/frames/participant_10\frame_02_1.347.jpg
186,1.348,../../video_data/frames/participant_10\frame_02_1.348.jpg
187,1.349,../../video_data/frames/participant_10\frame_02_1.349.jpg
188,1.35,../../video_data/frames/participant_10\frame_02_1.35.jpg
189,1.353,../../video_data/frames/participant_10\frame_02_1.353.jpg
190,1.354,../../video_data/frames/participant_10\frame_02_1.354.jpg
191,1.359,../../video_data/frames/participant_10\frame_02_1.359.jpg
192,1.363,../../video_data/frames/participant_10\frame_02_1.363.jpg
193,1.366,../../video_data/frames/participant_10\frame_02_1.366.jpg
194,1.367,../../video_data/frames/participant_10\frame_02_1.367.jpg
195,1.374,../../video_data/frames/participant_10\frame_02_1.374.jpg
196,1.377,../../video_data/frames/participant_10\frame_02_1.377.jpg
197,1.381,../../video_data/frames/participant_10\frame_02_1.381.jpg
198,1.382,../../video_data/frames/participant_10\frame_02_1.382.jpg
199,1.386,../../video_data/frames/participant_10\frame_02_1.386.jpg
200,1.387,../../video_data/frames/participant_10\frame_02_1.387.jpg
201,1.388,../../video_data/frames/participant_10\frame_02_1.388.jpg
202,1.403,../../video_data/frames/participant_10\frame_02_1.403.jpg
203,1.435,../../video_data/frames/participant_10\frame_02_1.435.jpg
204,1.436,../../video_data/frames/participant_10\frame_02_1.436.jpg
205,1.438,../../video_data/frames/participant_10\frame_02_1.438.jpg
206,1.444,../../video_data/frames/participant_10\frame_02_1.444.jpg
207,1.445,../../video_data/frames/participant_10\frame_02_1.445.jpg
208,1.448,../../video_data/frames/participant_10\frame_02_1.448.jpg
209,1.457,../../video_data/frames/participant_10\frame_02_1.457.jpg
210,1.478,../../video_data/frames/participant_10\frame_02_1.478.jpg
211,1.487,../../video_data/frames/participant_10\frame_02_1.487.jpg
212,1.504,../../video_data/frames/participant_10\frame_02_1.504.jpg
213,1.508,../../video_data/frames/participant_10\frame_02_1.508.jpg
214,1.512,../../video_data/frames/participant_10\frame_02_1.512.jpg
215,1.514,../../video_data/frames/participant_10\frame_02_1.514.jpg
216,1.525,../../video_data/frames/participant_10\frame_02_1.525.jpg
217,1.527,../../video_data/frames/participant_10\frame_02_1.527.jpg
218,1.54,../../video_data/frames/participant_10\frame_02_1.54.jpg
219,1.541,../../video_data/frames/participant_10\frame_02_1.541.jpg
220,1.543,../../video_data/frames/participant_10\frame_02_1.543.jpg
221,1.544,../../video_data/frames/participant_10\frame_02_1.544.jpg
222,1.558,../../video_data/frames/participant_10\frame_02_1.558.jpg
223,1.565,../../video_data/frames/participant_10\frame_02_1.565.jpg
224,1.566,../../video_data/frames/participant_10\frame_02_1.566.jpg
225,1.567,../../video_data/frames/participant_10\frame_02_1.567.jpg
226,1.579,../../video_data/frames/participant_10\frame_02_1.579.jpg
227,1.582,../../video_data/frames/participant_10\frame_02_1.582.jpg
228,1.828,../../video_data/frames/participant_10\frame_02_1.828.jpg
229,1.829,../../video_data/frames/participant_10\frame_02_1.829.jpg
230,1.904,../../video_data/frames/participant_10\frame_02_1.904.jpg
231,1.907,../../video_data/frames/participant_10\frame_02_1.907.jpg
232,1.908,../../video_data/frames/participant_10\frame_02_1.908.jpg
233,1.946,../../video_data/frames/participant_10\frame_02_1.946.jpg
234,1.952,../../video_data/frames/participant_10\frame_02_1.952.jpg
235,1.957,../../video_data/frames/participant_10\frame_02_1.957.jpg
236,1.958,../../video_data/frames/participant_10\frame_02_1.958.jpg
