,Timestamp,frame_path
0,0.0,../../video_data/frames/participant_7\frame_02_0.0.jpg
1,0.004,../../video_data/frames/participant_7\frame_02_0.004.jpg
2,0.033,../../video_data/frames/participant_7\frame_02_0.033.jpg
3,0.034,../../video_data/frames/participant_7\frame_02_0.034.jpg
4,0.063,../../video_data/frames/participant_7\frame_02_0.063.jpg
5,0.073,../../video_data/frames/participant_7\frame_02_0.073.jpg
6,0.1,../../video_data/frames/participant_7\frame_02_0.1.jpg
7,0.109,../../video_data/frames/participant_7\frame_02_0.109.jpg
8,0.131,../../video_data/frames/participant_7\frame_02_0.131.jpg
9,0.135,../../video_data/frames/participant_7\frame_02_0.135.jpg
10,0.165,../../video_data/frames/participant_7\frame_02_0.165.jpg
11,0.166,../../video_data/frames/participant_7\frame_02_0.166.jpg
12,0.167,../../video_data/frames/participant_7\frame_02_0.167.jpg
13,0.198,../../video_data/frames/participant_7\frame_02_0.198.jpg
14,0.205,../../video_data/frames/participant_7\frame_02_0.205.jpg
15,0.231,../../video_data/frames/participant_7\frame_02_0.231.jpg
16,0.232,../../video_data/frames/participant_7\frame_02_0.232.jpg
17,0.235,../../video_data/frames/participant_7\frame_02_0.235.jpg
18,0.236,../../video_data/frames/participant_7\frame_02_0.236.jpg
19,0.264,../../video_data/frames/participant_7\frame_02_0.264.jpg
20,0.268,../../video_data/frames/participant_7\frame_02_0.268.jpg
21,0.3,../../video_data/frames/participant_7\frame_02_0.3.jpg
22,0.301,../../video_data/frames/participant_7\frame_02_0.301.jpg
23,0.304,../../video_data/frames/participant_7\frame_02_0.304.jpg
24,0.305,../../video_data/frames/participant_7\frame_02_0.305.jpg
25,0.331,../../video_data/frames/participant_7\frame_02_0.331.jpg
26,0.332,../../video_data/frames/participant_7\frame_02_0.332.jpg
27,0.335,../../video_data/frames/participant_7\frame_02_0.335.jpg
28,0.363,../../video_data/frames/participant_7\frame_02_0.363.jpg
29,0.364,../../video_data/frames/participant_7\frame_02_0.364.jpg
30,0.367,../../video_data/frames/participant_7\frame_02_0.367.jpg
31,0.4,../../video_data/frames/participant_7\frame_02_0.4.jpg
32,0.401,../../video_data/frames/participant_7\frame_02_0.401.jpg
33,0.404,../../video_data/frames/participant_7\frame_02_0.404.jpg
34,0.405,../../video_data/frames/participant_7\frame_02_0.405.jpg
35,0.432,../../video_data/frames/participant_7\frame_02_0.432.jpg
36,0.435,../../video_data/frames/participant_7\frame_02_0.435.jpg
37,0.436,../../video_data/frames/participant_7\frame_02_0.436.jpg
38,0.466,../../video_data/frames/participant_7\frame_02_0.466.jpg
39,0.468,../../video_data/frames/participant_7\frame_02_0.468.jpg
40,0.501,../../video_data/frames/participant_7\frame_02_0.501.jpg
41,0.504,../../video_data/frames/participant_7\frame_02_0.504.jpg
42,0.531,../../video_data/frames/participant_7\frame_02_0.531.jpg
43,0.532,../../video_data/frames/participant_7\frame_02_0.532.jpg
44,0.535,../../video_data/frames/participant_7\frame_02_0.535.jpg
45,0.567,../../video_data/frames/participant_7\frame_02_0.567.jpg
46,0.568,../../video_data/frames/participant_7\frame_02_0.568.jpg
47,0.57,../../video_data/frames/participant_7\frame_02_0.57.jpg
48,0.571,../../video_data/frames/participant_7\frame_02_0.571.jpg
49,0.601,../../video_data/frames/participant_7\frame_02_0.601.jpg
50,0.602,../../video_data/frames/participant_7\frame_02_0.602.jpg
51,0.604,../../video_data/frames/participant_7\frame_02_0.604.jpg
52,0.606,../../video_data/frames/participant_7\frame_02_0.606.jpg
53,0.636,../../video_data/frames/participant_7\frame_02_0.636.jpg
54,0.637,../../video_data/frames/participant_7\frame_02_0.637.jpg
55,0.666,../../video_data/frames/participant_7\frame_02_0.666.jpg
56,0.667,../../video_data/frames/participant_7\frame_02_0.667.jpg
57,0.669,../../video_data/frames/participant_7\frame_02_0.669.jpg
58,0.7,../../video_data/frames/participant_7\frame_02_0.7.jpg
59,0.705,../../video_data/frames/participant_7\frame_02_0.705.jpg
60,0.733,../../video_data/frames/participant_7\frame_02_0.733.jpg
61,0.737,../../video_data/frames/participant_7\frame_02_0.737.jpg
62,0.767,../../video_data/frames/participant_7\frame_02_0.767.jpg
63,0.77,../../video_data/frames/participant_7\frame_02_0.77.jpg
64,0.801,../../video_data/frames/participant_7\frame_02_0.801.jpg
65,0.802,../../video_data/frames/participant_7\frame_02_0.802.jpg
66,0.806,../../video_data/frames/participant_7\frame_02_0.806.jpg
67,0.833,../../video_data/frames/participant_7\frame_02_0.833.jpg
68,0.835,../../video_data/frames/participant_7\frame_02_0.835.jpg
69,0.867,../../video_data/frames/participant_7\frame_02_0.867.jpg
70,0.87,../../video_data/frames/participant_7\frame_02_0.87.jpg
71,0.871,../../video_data/frames/participant_7\frame_02_0.871.jpg
72,0.902,../../video_data/frames/participant_7\frame_02_0.902.jpg
73,0.905,../../video_data/frames/participant_7\frame_02_0.905.jpg
74,0.933,../../video_data/frames/participant_7\frame_02_0.933.jpg
75,0.937,../../video_data/frames/participant_7\frame_02_0.937.jpg
76,0.968,../../video_data/frames/participant_7\frame_02_0.968.jpg
77,0.97,../../video_data/frames/participant_7\frame_02_0.97.jpg
78,0.974,../../video_data/frames/participant_7\frame_02_0.974.jpg
79,1.005,../../video_data/frames/participant_7\frame_02_1.005.jpg
80,1.006,../../video_data/frames/participant_7\frame_02_1.006.jpg
81,1.033,../../video_data/frames/participant_7\frame_02_1.033.jpg
82,1.037,../../video_data/frames/participant_7\frame_02_1.037.jpg
83,1.07,../../video_data/frames/participant_7\frame_02_1.07.jpg
84,1.074,../../video_data/frames/participant_7\frame_02_1.074.jpg
85,1.101,../../video_data/frames/participant_7\frame_02_1.101.jpg
86,1.104,../../video_data/frames/participant_7\frame_02_1.104.jpg
87,1.105,../../video_data/frames/participant_7\frame_02_1.105.jpg
88,1.133,../../video_data/frames/participant_7\frame_02_1.133.jpg
89,1.136,../../video_data/frames/participant_7\frame_02_1.136.jpg
90,1.137,../../video_data/frames/participant_7\frame_02_1.137.jpg
91,1.173,../../video_data/frames/participant_7\frame_02_1.173.jpg
92,1.176,../../video_data/frames/participant_7\frame_02_1.176.jpg
93,1.2,../../video_data/frames/participant_7\frame_02_1.2.jpg
94,1.201,../../video_data/frames/participant_7\frame_02_1.201.jpg
95,1.205,../../video_data/frames/participant_7\frame_02_1.205.jpg
96,1.232,../../video_data/frames/participant_7\frame_02_1.232.jpg
97,1.233,../../video_data/frames/participant_7\frame_02_1.233.jpg
98,1.235,../../video_data/frames/participant_7\frame_02_1.235.jpg
99,1.271,../../video_data/frames/participant_7\frame_02_1.271.jpg
100,1.272,../../video_data/frames/participant_7\frame_02_1.272.jpg
101,1.273,../../video_data/frames/participant_7\frame_02_1.273.jpg
102,1.304,../../video_data/frames/participant_7\frame_02_1.304.jpg
103,1.305,../../video_data/frames/participant_7\frame_02_1.305.jpg
104,1.333,../../video_data/frames/participant_7\frame_02_1.333.jpg
105,1.335,../../video_data/frames/participant_7\frame_02_1.335.jpg
106,1.369,../../video_data/frames/participant_7\frame_02_1.369.jpg
107,1.372,../../video_data/frames/participant_7\frame_02_1.372.jpg
108,1.401,../../video_data/frames/participant_7\frame_02_1.401.jpg
109,1.405,../../video_data/frames/participant_7\frame_02_1.405.jpg
110,1.434,../../video_data/frames/participant_7\frame_02_1.434.jpg
111,1.436,../../video_data/frames/participant_7\frame_02_1.436.jpg
112,1.437,../../video_data/frames/participant_7\frame_02_1.437.jpg
113,1.472,../../video_data/frames/participant_7\frame_02_1.472.jpg
114,1.473,../../video_data/frames/participant_7\frame_02_1.473.jpg
115,1.501,../../video_data/frames/participant_7\frame_02_1.501.jpg
116,1.502,../../video_data/frames/participant_7\frame_02_1.502.jpg
117,1.51,../../video_data/frames/participant_7\frame_02_1.51.jpg
118,1.534,../../video_data/frames/participant_7\frame_02_1.534.jpg
119,1.538,../../video_data/frames/participant_7\frame_02_1.538.jpg
120,1.539,../../video_data/frames/participant_7\frame_02_1.539.jpg
121,1.569,../../video_data/frames/participant_7\frame_02_1.569.jpg
122,1.573,../../video_data/frames/participant_7\frame_02_1.573.jpg
123,1.6,../../video_data/frames/participant_7\frame_02_1.6.jpg
