,Timestamp,frame_path
0,0.0,../../video_data/frames/participant_6\frame_02_0.0.jpg
1,0.007,../../video_data/frames/participant_6\frame_02_0.007.jpg
2,0.037,../../video_data/frames/participant_6\frame_02_0.037.jpg
3,0.04,../../video_data/frames/participant_6\frame_02_0.04.jpg
4,0.064,../../video_data/frames/participant_6\frame_02_0.064.jpg
5,0.065,../../video_data/frames/participant_6\frame_02_0.065.jpg
6,0.069,../../video_data/frames/participant_6\frame_02_0.069.jpg
7,0.102,../../video_data/frames/participant_6\frame_02_0.102.jpg
8,0.108,../../video_data/frames/participant_6\frame_02_0.108.jpg
9,0.135,../../video_data/frames/participant_6\frame_02_0.135.jpg
10,0.141,../../video_data/frames/participant_6\frame_02_0.141.jpg
11,0.165,../../video_data/frames/participant_6\frame_02_0.165.jpg
12,0.166,../../video_data/frames/participant_6\frame_02_0.166.jpg
13,0.167,../../video_data/frames/participant_6\frame_02_0.167.jpg
14,0.204,../../video_data/frames/participant_6\frame_02_0.204.jpg
15,0.207,../../video_data/frames/participant_6\frame_02_0.207.jpg
16,0.208,../../video_data/frames/participant_6\frame_02_0.208.jpg
17,0.234,../../video_data/frames/participant_6\frame_02_0.234.jpg
18,0.235,../../video_data/frames/participant_6\frame_02_0.235.jpg
19,0.238,../../video_data/frames/participant_6\frame_02_0.238.jpg
20,0.239,../../video_data/frames/participant_6\frame_02_0.239.jpg
21,0.266,../../video_data/frames/participant_6\frame_02_0.266.jpg
22,0.267,../../video_data/frames/participant_6\frame_02_0.267.jpg
23,0.268,../../video_data/frames/participant_6\frame_02_0.268.jpg
24,0.302,../../video_data/frames/participant_6\frame_02_0.302.jpg
25,0.308,../../video_data/frames/participant_6\frame_02_0.308.jpg
26,0.335,../../video_data/frames/participant_6\frame_02_0.335.jpg
27,0.339,../../video_data/frames/participant_6\frame_02_0.339.jpg
28,0.367,../../video_data/frames/participant_6\frame_02_0.367.jpg
29,0.401,../../video_data/frames/participant_6\frame_02_0.401.jpg
30,0.409,../../video_data/frames/participant_6\frame_02_0.409.jpg
31,0.436,../../video_data/frames/participant_6\frame_02_0.436.jpg
32,0.439,../../video_data/frames/participant_6\frame_02_0.439.jpg
33,0.468,../../video_data/frames/participant_6\frame_02_0.468.jpg
34,0.47,../../video_data/frames/participant_6\frame_02_0.47.jpg
35,0.503,../../video_data/frames/participant_6\frame_02_0.503.jpg
36,0.504,../../video_data/frames/participant_6\frame_02_0.504.jpg
37,0.509,../../video_data/frames/participant_6\frame_02_0.509.jpg
38,0.51,../../video_data/frames/participant_6\frame_02_0.51.jpg
39,0.536,../../video_data/frames/participant_6\frame_02_0.536.jpg
40,0.537,../../video_data/frames/participant_6\frame_02_0.537.jpg
41,0.538,../../video_data/frames/participant_6\frame_02_0.538.jpg
42,0.566,../../video_data/frames/participant_6\frame_02_0.566.jpg
43,0.57,../../video_data/frames/participant_6\frame_02_0.57.jpg
44,0.601,../../video_data/frames/participant_6\frame_02_0.601.jpg
45,0.608,../../video_data/frames/participant_6\frame_02_0.608.jpg
46,0.638,../../video_data/frames/participant_6\frame_02_0.638.jpg
