,Timestamp,frame_path
0,0.0,../../video_data/frames/participant_8\frame_02_0.0.jpg
1,0.032,../../video_data/frames/participant_8\frame_02_0.032.jpg
2,0.034,../../video_data/frames/participant_8\frame_02_0.034.jpg
3,0.062,../../video_data/frames/participant_8\frame_02_0.062.jpg
4,0.068,../../video_data/frames/participant_8\frame_02_0.068.jpg
5,0.096,../../video_data/frames/participant_8\frame_02_0.096.jpg
6,0.099,../../video_data/frames/participant_8\frame_02_0.099.jpg
7,0.1,../../video_data/frames/participant_8\frame_02_0.1.jpg
8,0.131,../../video_data/frames/participant_8\frame_02_0.131.jpg
9,0.134,../../video_data/frames/participant_8\frame_02_0.134.jpg
10,0.162,../../video_data/frames/participant_8\frame_02_0.162.jpg
11,0.169,../../video_data/frames/participant_8\frame_02_0.169.jpg
12,0.196,../../video_data/frames/participant_8\frame_02_0.196.jpg
13,0.202,../../video_data/frames/participant_8\frame_02_0.202.jpg
14,0.232,../../video_data/frames/participant_8\frame_02_0.232.jpg
15,0.233,../../video_data/frames/participant_8\frame_02_0.233.jpg
16,0.266,../../video_data/frames/participant_8\frame_02_0.266.jpg
17,0.273,../../video_data/frames/participant_8\frame_02_0.273.jpg
18,0.297,../../video_data/frames/participant_8\frame_02_0.297.jpg
19,0.3,../../video_data/frames/participant_8\frame_02_0.3.jpg
20,0.331,../../video_data/frames/participant_8\frame_02_0.331.jpg
21,0.339,../../video_data/frames/participant_8\frame_02_0.339.jpg
22,0.366,../../video_data/frames/participant_8\frame_02_0.366.jpg
23,0.367,../../video_data/frames/participant_8\frame_02_0.367.jpg
24,0.396,../../video_data/frames/participant_8\frame_02_0.396.jpg
25,0.399,../../video_data/frames/participant_8\frame_02_0.399.jpg
26,0.4,../../video_data/frames/participant_8\frame_02_0.4.jpg
27,0.431,../../video_data/frames/participant_8\frame_02_0.431.jpg
28,0.436,../../video_data/frames/participant_8\frame_02_0.436.jpg
29,0.464,../../video_data/frames/participant_8\frame_02_0.464.jpg
30,0.469,../../video_data/frames/participant_8\frame_02_0.469.jpg
31,0.496,../../video_data/frames/participant_8\frame_02_0.496.jpg
32,0.5,../../video_data/frames/participant_8\frame_02_0.5.jpg
33,0.532,../../video_data/frames/participant_8\frame_02_0.532.jpg
34,0.538,../../video_data/frames/participant_8\frame_02_0.538.jpg
35,0.566,../../video_data/frames/participant_8\frame_02_0.566.jpg
36,0.567,../../video_data/frames/participant_8\frame_02_0.567.jpg
37,0.569,../../video_data/frames/participant_8\frame_02_0.569.jpg
38,0.597,../../video_data/frames/participant_8\frame_02_0.597.jpg
39,0.598,../../video_data/frames/participant_8\frame_02_0.598.jpg
40,0.632,../../video_data/frames/participant_8\frame_02_0.632.jpg
41,0.634,../../video_data/frames/participant_8\frame_02_0.634.jpg
42,0.667,../../video_data/frames/participant_8\frame_02_0.667.jpg
43,0.67,../../video_data/frames/participant_8\frame_02_0.67.jpg
