,Timestamp,frame_path
0,0.0,../../video_data/frames/participant_3\frame_02_0.0.jpg
1,0.001,../../video_data/frames/participant_3\frame_02_0.001.jpg
2,0.024,../../video_data/frames/participant_3\frame_02_0.024.jpg
3,0.025,../../video_data/frames/participant_3\frame_02_0.025.jpg
4,0.026,../../video_data/frames/participant_3\frame_02_0.026.jpg
5,0.058,../../video_data/frames/participant_3\frame_02_0.058.jpg
6,0.059,../../video_data/frames/participant_3\frame_02_0.059.jpg
7,0.065,../../video_data/frames/participant_3\frame_02_0.065.jpg
8,0.094,../../video_data/frames/participant_3\frame_02_0.094.jpg
9,0.095,../../video_data/frames/participant_3\frame_02_0.095.jpg
10,0.096,../../video_data/frames/participant_3\frame_02_0.096.jpg
11,0.124,../../video_data/frames/participant_3\frame_02_0.124.jpg
12,0.126,../../video_data/frames/participant_3\frame_02_0.126.jpg
13,0.158,../../video_data/frames/participant_3\frame_02_0.158.jpg
14,0.164,../../video_data/frames/participant_3\frame_02_0.164.jpg
15,0.165,../../video_data/frames/participant_3\frame_02_0.165.jpg
16,0.166,../../video_data/frames/participant_3\frame_02_0.166.jpg
17,0.201,../../video_data/frames/participant_3\frame_02_0.201.jpg
18,0.203,../../video_data/frames/participant_3\frame_02_0.203.jpg
19,0.224,../../video_data/frames/participant_3\frame_02_0.224.jpg
20,0.225,../../video_data/frames/participant_3\frame_02_0.225.jpg
21,0.228,../../video_data/frames/participant_3\frame_02_0.228.jpg
22,0.258,../../video_data/frames/participant_3\frame_02_0.258.jpg
23,0.259,../../video_data/frames/participant_3\frame_02_0.259.jpg
24,0.276,../../video_data/frames/participant_3\frame_02_0.276.jpg
25,0.294,../../video_data/frames/participant_3\frame_02_0.294.jpg
26,0.295,../../video_data/frames/participant_3\frame_02_0.295.jpg
27,0.296,../../video_data/frames/participant_3\frame_02_0.296.jpg
28,0.323,../../video_data/frames/participant_3\frame_02_0.323.jpg
29,0.324,../../video_data/frames/participant_3\frame_02_0.324.jpg
30,0.326,../../video_data/frames/participant_3\frame_02_0.326.jpg
31,0.359,../../video_data/frames/participant_3\frame_02_0.359.jpg
32,0.361,../../video_data/frames/participant_3\frame_02_0.361.jpg
33,0.365,../../video_data/frames/participant_3\frame_02_0.365.jpg
34,0.366,../../video_data/frames/participant_3\frame_02_0.366.jpg
35,0.393,../../video_data/frames/participant_3\frame_02_0.393.jpg
36,0.397,../../video_data/frames/participant_3\frame_02_0.397.jpg
37,0.433,../../video_data/frames/participant_3\frame_02_0.433.jpg
38,0.463,../../video_data/frames/participant_3\frame_02_0.463.jpg
39,0.467,../../video_data/frames/participant_3\frame_02_0.467.jpg
40,0.503,../../video_data/frames/participant_3\frame_02_0.503.jpg
41,0.504,../../video_data/frames/participant_3\frame_02_0.504.jpg
42,0.524,../../video_data/frames/participant_3\frame_02_0.524.jpg
43,0.525,../../video_data/frames/participant_3\frame_02_0.525.jpg
44,0.526,../../video_data/frames/participant_3\frame_02_0.526.jpg
45,0.527,../../video_data/frames/participant_3\frame_02_0.527.jpg
46,0.561,../../video_data/frames/participant_3\frame_02_0.561.jpg
47,0.562,../../video_data/frames/participant_3\frame_02_0.562.jpg
48,0.565,../../video_data/frames/participant_3\frame_02_0.565.jpg
49,0.595,../../video_data/frames/participant_3\frame_02_0.595.jpg
50,0.596,../../video_data/frames/participant_3\frame_02_0.596.jpg
51,0.597,../../video_data/frames/participant_3\frame_02_0.597.jpg
52,0.626,../../video_data/frames/participant_3\frame_02_0.626.jpg
53,0.628,../../video_data/frames/participant_3\frame_02_0.628.jpg
54,0.629,../../video_data/frames/participant_3\frame_02_0.629.jpg
55,0.661,../../video_data/frames/participant_3\frame_02_0.661.jpg
56,0.662,../../video_data/frames/participant_3\frame_02_0.662.jpg
57,0.673,../../video_data/frames/participant_3\frame_02_0.673.jpg
58,0.695,../../video_data/frames/participant_3\frame_02_0.695.jpg
59,0.698,../../video_data/frames/participant_3\frame_02_0.698.jpg
60,0.699,../../video_data/frames/participant_3\frame_02_0.699.jpg
61,0.728,../../video_data/frames/participant_3\frame_02_0.728.jpg
62,0.729,../../video_data/frames/participant_3\frame_02_0.729.jpg
63,0.73,../../video_data/frames/participant_3\frame_02_0.73.jpg
64,0.76,../../video_data/frames/participant_3\frame_02_0.76.jpg
65,0.761,../../video_data/frames/participant_3\frame_02_0.761.jpg
66,0.765,../../video_data/frames/participant_3\frame_02_0.765.jpg
67,0.794,../../video_data/frames/participant_3\frame_02_0.794.jpg
68,0.797,../../video_data/frames/participant_3\frame_02_0.797.jpg
69,0.827,../../video_data/frames/participant_3\frame_02_0.827.jpg
70,0.828,../../video_data/frames/participant_3\frame_02_0.828.jpg
71,0.83,../../video_data/frames/participant_3\frame_02_0.83.jpg
72,0.831,../../video_data/frames/participant_3\frame_02_0.831.jpg
73,0.862,../../video_data/frames/participant_3\frame_02_0.862.jpg
74,0.866,../../video_data/frames/participant_3\frame_02_0.866.jpg
75,0.893,../../video_data/frames/participant_3\frame_02_0.893.jpg
76,0.907,../../video_data/frames/participant_3\frame_02_0.907.jpg
77,0.928,../../video_data/frames/participant_3\frame_02_0.928.jpg
78,0.929,../../video_data/frames/participant_3\frame_02_0.929.jpg
79,0.931,../../video_data/frames/participant_3\frame_02_0.931.jpg
80,0.932,../../video_data/frames/participant_3\frame_02_0.932.jpg
81,0.962,../../video_data/frames/participant_3\frame_02_0.962.jpg
82,0.963,../../video_data/frames/participant_3\frame_02_0.963.jpg
83,0.966,../../video_data/frames/participant_3\frame_02_0.966.jpg
84,0.967,../../video_data/frames/participant_3\frame_02_0.967.jpg
85,0.993,../../video_data/frames/participant_3\frame_02_0.993.jpg
86,0.994,../../video_data/frames/participant_3\frame_02_0.994.jpg
87,0.998,../../video_data/frames/participant_3\frame_02_0.998.jpg
88,0.999,../../video_data/frames/participant_3\frame_02_0.999.jpg
89,1.028,../../video_data/frames/participant_3\frame_02_1.028.jpg
90,1.029,../../video_data/frames/participant_3\frame_02_1.029.jpg
91,1.03,../../video_data/frames/participant_3\frame_02_1.03.jpg
92,1.063,../../video_data/frames/participant_3\frame_02_1.063.jpg
93,1.066,../../video_data/frames/participant_3\frame_02_1.066.jpg
94,1.067,../../video_data/frames/participant_3\frame_02_1.067.jpg
95,1.095,../../video_data/frames/participant_3\frame_02_1.095.jpg
96,1.099,../../video_data/frames/participant_3\frame_02_1.099.jpg
97,1.128,../../video_data/frames/participant_3\frame_02_1.128.jpg
98,1.129,../../video_data/frames/participant_3\frame_02_1.129.jpg
99,1.131,../../video_data/frames/participant_3\frame_02_1.131.jpg
100,1.166,../../video_data/frames/participant_3\frame_02_1.166.jpg
101,1.167,../../video_data/frames/participant_3\frame_02_1.167.jpg
102,1.168,../../video_data/frames/participant_3\frame_02_1.168.jpg
103,1.194,../../video_data/frames/participant_3\frame_02_1.194.jpg
104,1.195,../../video_data/frames/participant_3\frame_02_1.195.jpg
