,Timestamp,frame_path
0,0.0,../../video_data/frames/participant_9\frame_02_0.0.jpg
1,0.002,../../video_data/frames/participant_9\frame_02_0.002.jpg
2,0.033,../../video_data/frames/participant_9\frame_02_0.033.jpg
3,0.034,../../video_data/frames/participant_9\frame_02_0.034.jpg
4,0.037,../../video_data/frames/participant_9\frame_02_0.037.jpg
5,0.038,../../video_data/frames/participant_9\frame_02_0.038.jpg
6,0.066,../../video_data/frames/participant_9\frame_02_0.066.jpg
7,0.067,../../video_data/frames/participant_9\frame_02_0.067.jpg
8,0.07,../../video_data/frames/participant_9\frame_02_0.07.jpg
9,0.071,../../video_data/frames/participant_9\frame_02_0.071.jpg
10,0.101,../../video_data/frames/participant_9\frame_02_0.101.jpg
11,0.102,../../video_data/frames/participant_9\frame_02_0.102.jpg
12,0.105,../../video_data/frames/participant_9\frame_02_0.105.jpg
13,0.106,../../video_data/frames/participant_9\frame_02_0.106.jpg
14,0.133,../../video_data/frames/participant_9\frame_02_0.133.jpg
15,0.14,../../video_data/frames/participant_9\frame_02_0.14.jpg
16,0.141,../../video_data/frames/participant_9\frame_02_0.141.jpg
17,0.166,../../video_data/frames/participant_9\frame_02_0.166.jpg
18,0.167,../../video_data/frames/participant_9\frame_02_0.167.jpg
19,0.171,../../video_data/frames/participant_9\frame_02_0.171.jpg
20,0.203,../../video_data/frames/participant_9\frame_02_0.203.jpg
21,0.204,../../video_data/frames/participant_9\frame_02_0.204.jpg
22,0.205,../../video_data/frames/participant_9\frame_02_0.205.jpg
23,0.233,../../video_data/frames/participant_9\frame_02_0.233.jpg
24,0.234,../../video_data/frames/participant_9\frame_02_0.234.jpg
25,0.237,../../video_data/frames/participant_9\frame_02_0.237.jpg
26,0.265,../../video_data/frames/participant_9\frame_02_0.265.jpg
27,0.266,../../video_data/frames/participant_9\frame_02_0.266.jpg
28,0.269,../../video_data/frames/participant_9\frame_02_0.269.jpg
29,0.27,../../video_data/frames/participant_9\frame_02_0.27.jpg
30,0.302,../../video_data/frames/participant_9\frame_02_0.302.jpg
31,0.306,../../video_data/frames/participant_9\frame_02_0.306.jpg
32,0.307,../../video_data/frames/participant_9\frame_02_0.307.jpg
33,0.333,../../video_data/frames/participant_9\frame_02_0.333.jpg
34,0.334,../../video_data/frames/participant_9\frame_02_0.334.jpg
35,0.337,../../video_data/frames/participant_9\frame_02_0.337.jpg
36,0.371,../../video_data/frames/participant_9\frame_02_0.371.jpg
37,0.376,../../video_data/frames/participant_9\frame_02_0.376.jpg
38,0.402,../../video_data/frames/participant_9\frame_02_0.402.jpg
39,0.403,../../video_data/frames/participant_9\frame_02_0.403.jpg
40,0.406,../../video_data/frames/participant_9\frame_02_0.406.jpg
41,0.407,../../video_data/frames/participant_9\frame_02_0.407.jpg
42,0.439,../../video_data/frames/participant_9\frame_02_0.439.jpg
43,0.44,../../video_data/frames/participant_9\frame_02_0.44.jpg
44,0.47,../../video_data/frames/participant_9\frame_02_0.47.jpg
45,0.471,../../video_data/frames/participant_9\frame_02_0.471.jpg
46,0.477,../../video_data/frames/participant_9\frame_02_0.477.jpg
47,0.513,../../video_data/frames/participant_9\frame_02_0.513.jpg
48,0.514,../../video_data/frames/participant_9\frame_02_0.514.jpg
49,0.516,../../video_data/frames/participant_9\frame_02_0.516.jpg
50,0.517,../../video_data/frames/participant_9\frame_02_0.517.jpg
51,0.533,../../video_data/frames/participant_9\frame_02_0.533.jpg
52,0.536,../../video_data/frames/participant_9\frame_02_0.536.jpg
53,0.572,../../video_data/frames/participant_9\frame_02_0.572.jpg
54,0.575,../../video_data/frames/participant_9\frame_02_0.575.jpg
55,0.576,../../video_data/frames/participant_9\frame_02_0.576.jpg
56,0.603,../../video_data/frames/participant_9\frame_02_0.603.jpg
57,0.604,../../video_data/frames/participant_9\frame_02_0.604.jpg
58,0.605,../../video_data/frames/participant_9\frame_02_0.605.jpg
59,0.606,../../video_data/frames/participant_9\frame_02_0.606.jpg
60,0.633,../../video_data/frames/participant_9\frame_02_0.633.jpg
61,0.634,../../video_data/frames/participant_9\frame_02_0.634.jpg
62,0.637,../../video_data/frames/participant_9\frame_02_0.637.jpg
63,0.638,../../video_data/frames/participant_9\frame_02_0.638.jpg
64,0.671,../../video_data/frames/participant_9\frame_02_0.671.jpg
65,0.672,../../video_data/frames/participant_9\frame_02_0.672.jpg
66,0.677,../../video_data/frames/participant_9\frame_02_0.677.jpg
67,0.703,../../video_data/frames/participant_9\frame_02_0.703.jpg
68,0.704,../../video_data/frames/participant_9\frame_02_0.704.jpg
69,0.705,../../video_data/frames/participant_9\frame_02_0.705.jpg
70,0.733,../../video_data/frames/participant_9\frame_02_0.733.jpg
71,0.736,../../video_data/frames/participant_9\frame_02_0.736.jpg
72,0.769,../../video_data/frames/participant_9\frame_02_0.769.jpg
73,0.77,../../video_data/frames/participant_9\frame_02_0.77.jpg
74,0.776,../../video_data/frames/participant_9\frame_02_0.776.jpg
75,0.777,../../video_data/frames/participant_9\frame_02_0.777.jpg
76,0.803,../../video_data/frames/participant_9\frame_02_0.803.jpg
77,0.804,../../video_data/frames/participant_9\frame_02_0.804.jpg
78,0.805,../../video_data/frames/participant_9\frame_02_0.805.jpg
79,0.833,../../video_data/frames/participant_9\frame_02_0.833.jpg
80,0.837,../../video_data/frames/participant_9\frame_02_0.837.jpg
81,0.87,../../video_data/frames/participant_9\frame_02_0.87.jpg
82,0.876,../../video_data/frames/participant_9\frame_02_0.876.jpg
83,0.877,../../video_data/frames/participant_9\frame_02_0.877.jpg
84,0.903,../../video_data/frames/participant_9\frame_02_0.903.jpg
85,0.905,../../video_data/frames/participant_9\frame_02_0.905.jpg
86,0.933,../../video_data/frames/participant_9\frame_02_0.933.jpg
87,0.937,../../video_data/frames/participant_9\frame_02_0.937.jpg
88,0.969,../../video_data/frames/participant_9\frame_02_0.969.jpg
89,0.97,../../video_data/frames/participant_9\frame_02_0.97.jpg
90,0.977,../../video_data/frames/participant_9\frame_02_0.977.jpg
91,0.978,../../video_data/frames/participant_9\frame_02_0.978.jpg
92,1.001,../../video_data/frames/participant_9\frame_02_1.001.jpg
93,1.004,../../video_data/frames/participant_9\frame_02_1.004.jpg
94,1.005,../../video_data/frames/participant_9\frame_02_1.005.jpg
95,1.035,../../video_data/frames/participant_9\frame_02_1.035.jpg
96,1.038,../../video_data/frames/participant_9\frame_02_1.038.jpg
97,1.071,../../video_data/frames/participant_9\frame_02_1.071.jpg
98,1.072,../../video_data/frames/participant_9\frame_02_1.072.jpg
99,1.077,../../video_data/frames/participant_9\frame_02_1.077.jpg
100,1.101,../../video_data/frames/participant_9\frame_02_1.101.jpg
101,1.105,../../video_data/frames/participant_9\frame_02_1.105.jpg
102,1.132,../../video_data/frames/participant_9\frame_02_1.132.jpg
103,1.138,../../video_data/frames/participant_9\frame_02_1.138.jpg
104,1.171,../../video_data/frames/participant_9\frame_02_1.171.jpg
105,1.172,../../video_data/frames/participant_9\frame_02_1.172.jpg
106,1.178,../../video_data/frames/participant_9\frame_02_1.178.jpg
107,1.202,../../video_data/frames/participant_9\frame_02_1.202.jpg
108,1.206,../../video_data/frames/participant_9\frame_02_1.206.jpg
109,1.234,../../video_data/frames/participant_9\frame_02_1.234.jpg
110,1.237,../../video_data/frames/participant_9\frame_02_1.237.jpg
111,1.238,../../video_data/frames/participant_9\frame_02_1.238.jpg
112,1.271,../../video_data/frames/participant_9\frame_02_1.271.jpg
113,1.272,../../video_data/frames/participant_9\frame_02_1.272.jpg
114,1.277,../../video_data/frames/participant_9\frame_02_1.277.jpg
115,1.302,../../video_data/frames/participant_9\frame_02_1.302.jpg
116,1.305,../../video_data/frames/participant_9\frame_02_1.305.jpg
117,1.336,../../video_data/frames/participant_9\frame_02_1.336.jpg
118,1.34,../../video_data/frames/participant_9\frame_02_1.34.jpg
119,1.369,../../video_data/frames/participant_9\frame_02_1.369.jpg
120,1.37,../../video_data/frames/participant_9\frame_02_1.37.jpg
121,1.377,../../video_data/frames/participant_9\frame_02_1.377.jpg
122,1.4,../../video_data/frames/participant_9\frame_02_1.4.jpg
123,1.401,../../video_data/frames/participant_9\frame_02_1.401.jpg
124,1.404,../../video_data/frames/participant_9\frame_02_1.404.jpg
125,1.436,../../video_data/frames/participant_9\frame_02_1.436.jpg
126,1.439,../../video_data/frames/participant_9\frame_02_1.439.jpg
127,1.44,../../video_data/frames/participant_9\frame_02_1.44.jpg
128,1.47,../../video_data/frames/participant_9\frame_02_1.47.jpg
129,1.477,../../video_data/frames/participant_9\frame_02_1.477.jpg
