,Timestamp,frame_path
0,0.0,../../video_data/frames/participant_5\frame_02_0.0.jpg
1,0.004,../../video_data/frames/participant_5\frame_02_0.004.jpg
2,0.005,../../video_data/frames/participant_5\frame_02_0.005.jpg
3,0.032,../../video_data/frames/participant_5\frame_02_0.032.jpg
4,0.034,../../video_data/frames/participant_5\frame_02_0.034.jpg
5,0.035,../../video_data/frames/participant_5\frame_02_0.035.jpg
6,0.068,../../video_data/frames/participant_5\frame_02_0.068.jpg
7,0.07,../../video_data/frames/participant_5\frame_02_0.07.jpg
8,0.098,../../video_data/frames/participant_5\frame_02_0.098.jpg
9,0.101,../../video_data/frames/participant_5\frame_02_0.101.jpg
10,0.102,../../video_data/frames/participant_5\frame_02_0.102.jpg
11,0.13,../../video_data/frames/participant_5\frame_02_0.13.jpg
12,0.136,../../video_data/frames/participant_5\frame_02_0.136.jpg
13,0.167,../../video_data/frames/participant_5\frame_02_0.167.jpg
14,0.171,../../video_data/frames/participant_5\frame_02_0.171.jpg
15,0.198,../../video_data/frames/participant_5\frame_02_0.198.jpg
16,0.199,../../video_data/frames/participant_5\frame_02_0.199.jpg
17,0.234,../../video_data/frames/participant_5\frame_02_0.234.jpg
18,0.235,../../video_data/frames/participant_5\frame_02_0.235.jpg
19,0.237,../../video_data/frames/participant_5\frame_02_0.237.jpg
20,0.267,../../video_data/frames/participant_5\frame_02_0.267.jpg
21,0.268,../../video_data/frames/participant_5\frame_02_0.268.jpg
22,0.269,../../video_data/frames/participant_5\frame_02_0.269.jpg
23,0.299,../../video_data/frames/participant_5\frame_02_0.299.jpg
24,0.306,../../video_data/frames/participant_5\frame_02_0.306.jpg
25,0.335,../../video_data/frames/participant_5\frame_02_0.335.jpg
26,0.337,../../video_data/frames/participant_5\frame_02_0.337.jpg
27,0.367,../../video_data/frames/participant_5\frame_02_0.367.jpg
28,0.369,../../video_data/frames/participant_5\frame_02_0.369.jpg
29,0.399,../../video_data/frames/participant_5\frame_02_0.399.jpg
30,0.403,../../video_data/frames/participant_5\frame_02_0.403.jpg
31,0.436,../../video_data/frames/participant_5\frame_02_0.436.jpg
32,0.438,../../video_data/frames/participant_5\frame_02_0.438.jpg
33,0.468,../../video_data/frames/participant_5\frame_02_0.468.jpg
34,0.469,../../video_data/frames/participant_5\frame_02_0.469.jpg
35,0.499,../../video_data/frames/participant_5\frame_02_0.499.jpg
36,0.504,../../video_data/frames/participant_5\frame_02_0.504.jpg
37,0.505,../../video_data/frames/participant_5\frame_02_0.505.jpg
38,0.532,../../video_data/frames/participant_5\frame_02_0.532.jpg
39,0.533,../../video_data/frames/participant_5\frame_02_0.533.jpg
40,0.536,../../video_data/frames/participant_5\frame_02_0.536.jpg
41,0.537,../../video_data/frames/participant_5\frame_02_0.537.jpg
42,0.567,../../video_data/frames/participant_5\frame_02_0.567.jpg
43,0.569,../../video_data/frames/participant_5\frame_02_0.569.jpg
44,0.6,../../video_data/frames/participant_5\frame_02_0.6.jpg
45,0.605,../../video_data/frames/participant_5\frame_02_0.605.jpg
46,0.632,../../video_data/frames/participant_5\frame_02_0.632.jpg
47,0.638,../../video_data/frames/participant_5\frame_02_0.638.jpg
48,0.668,../../video_data/frames/participant_5\frame_02_0.668.jpg
49,0.669,../../video_data/frames/participant_5\frame_02_0.669.jpg
50,0.7,../../video_data/frames/participant_5\frame_02_0.7.jpg
51,0.703,../../video_data/frames/participant_5\frame_02_0.703.jpg
52,0.734,../../video_data/frames/participant_5\frame_02_0.734.jpg
53,0.738,../../video_data/frames/participant_5\frame_02_0.738.jpg
54,0.769,../../video_data/frames/participant_5\frame_02_0.769.jpg
55,0.77,../../video_data/frames/participant_5\frame_02_0.77.jpg
56,0.802,../../video_data/frames/participant_5\frame_02_0.802.jpg
57,0.808,../../video_data/frames/participant_5\frame_02_0.808.jpg
58,0.835,../../video_data/frames/participant_5\frame_02_0.835.jpg
59,0.836,../../video_data/frames/participant_5\frame_02_0.836.jpg
60,0.867,../../video_data/frames/participant_5\frame_02_0.867.jpg
61,0.869,../../video_data/frames/participant_5\frame_02_0.869.jpg
62,0.9,../../video_data/frames/participant_5\frame_02_0.9.jpg
63,0.901,../../video_data/frames/participant_5\frame_02_0.901.jpg
64,0.907,../../video_data/frames/participant_5\frame_02_0.907.jpg
65,0.935,../../video_data/frames/participant_5\frame_02_0.935.jpg
66,0.938,../../video_data/frames/participant_5\frame_02_0.938.jpg
67,0.968,../../video_data/frames/participant_5\frame_02_0.968.jpg
68,0.969,../../video_data/frames/participant_5\frame_02_0.969.jpg
69,0.97,../../video_data/frames/participant_5\frame_02_0.97.jpg
