Timestamp,QuatI_0,QuatJ_0,QuatK_0,QuatSum_0,QuatI_1,QuatJ_1,QuatK_1,QuatSum_1,QuatI_2,QuatJ_2,QuatK_2,QuatSum_2,QuatI_3,QuatJ_3,QuatK_3,QuatSum_3,QuatI_4,QuatJ_4,QuatK_4,QuatSum_4,QuatI_5,QuatJ_5,QuatK_5,QuatSum_5,Activity
0.032,-4.329637285359677e-17,-0.7071067811865476,0.7071067811865475,-4.329637285359678e-17,-0.5480614535275421,-0.7812157504025419,0.0110131136837918,0.298679269128708,-0.5018528238890319,-0.7920749918577816,0.0194309488890316,0.3469630940797182,-0.6831377015186852,-0.5646074280811852,0.2247636780811851,0.4049970641063147,-4.329637285359677e-17,-0.7071067811865476,0.7071067811865475,-4.329637285359678e-17,0.1741589174463325,-0.7640735044286675,0.0257922544286672,-0.6206408872411674,Unknown
0.062,-4.329637285359677e-17,-0.7071067811865476,0.7071067811865475,-4.329637285359678e-17,-0.5480614535275421,-0.7812157504025419,0.0110131136837918,0.298679269128708,-0.5019941647885092,-0.7920942624447591,0.019694360101009,0.3466996828677409,-0.683194281550598,-0.5646640081130978,0.2248812932693479,0.404757378605652,-4.329637285359677e-17,-0.7071067811865476,0.7071067811865475,-4.329637285359678e-17,0.1741538929135394,-0.7640785289614607,0.0240272594302103,-0.6207069469302106,Unknown
0.096,-4.329637285359677e-17,-0.7071067811865476,0.7071067811865475,-4.329637285359678e-17,-0.5483439782415485,-0.7811930993352982,0.0111735680852982,0.2982136389459516,-0.5022939699981064,-0.7920278567168562,0.0199941653106061,0.3463998776581438,-0.683448136319892,-0.5644906167886418,0.2254403238198917,0.4042593832113582,-4.329637285359677e-17,-0.7071067811865476,0.7071067811865475,-4.329637285359678e-17,0.1743501677921344,-0.7634550079891157,0.0221830353328654,-0.6214872345516157,Unknown
0.131,-4.329637285359677e-17,-0.7071067811865476,0.7071067811865475,-4.329637285359678e-17,-0.548820114770746,-0.7811199194582459,0.0120769507082457,0.2974933617917542,-0.5028185081172397,-0.7918810081172395,0.0206407737422394,0.3459363746952604,-0.6836268562500638,-0.5643641609375638,0.2258631843750637,0.4038975578124362,-4.329637285359677e-17,-0.7071067811865476,0.7071067811865475,-4.329637285359678e-17,0.1747212415796152,-0.7634501451391349,0.0149760240453846,-0.6216044420141348,Unknown
0.162,-4.329637285359677e-17,-0.7071067811865476,0.7071067811865475,-4.329637285359678e-17,-0.5492389851365349,-0.7809894734177847,0.0132282429490346,0.2970134562697153,-0.5029641051978545,-0.7918434997291044,0.0209694762916043,0.3457907776146455,-0.683571613045067,-0.564369952888817,0.2258079411700669,0.4040138361736831,-4.329637285359677e-17,-0.7071067811865476,0.7071067811865475,-4.329637285359678e-17,0.1746504518792133,-0.7646806028082866,0.0049149778082864,-0.6202714231207866,Unknown
0.196,-4.329637285359677e-17,-0.7071067811865476,0.7071067811865475,-4.329637285359678e-17,-0.548844621430602,-0.7811444261181018,0.0129559495556017,0.2973467848193981,-0.5024935378785671,-0.7919222488160669,0.0204989089723169,0.346322380090183,-0.6833089707841534,-0.5645955918779032,0.2252401231279032,0.4044595839033467,-4.329637285359677e-17,-0.7071067811865476,0.7071067811865475,-4.329637285359678e-17,0.1762962433801538,-0.7648048308385962,0.003269186307346,-0.6196632292760962,Unknown
0.232,-4.329637285359677e-17,-0.7071067811865476,0.7071067811865475,-4.329637285359678e-17,-0.548389004744533,-0.7814212313070328,0.0120730867757827,0.2974972257242171,-0.5022683781470022,-0.792063300022002,0.0198465031470019,0.3463644343529979,-0.6833010634635123,-0.5647097548697623,0.2247439345572622,0.4045895615364878,-4.329637285359677e-17,-0.7071067811865476,0.7071067811865475,-4.329637285359678e-17,0.1768222727098603,-0.7650112233838897,0.0031093679151394,-0.6192592702588896,Unknown
0.266,-4.329637285359677e-17,-0.7071067811865476,0.7071067811865475,-4.329637285359678e-17,-0.5483607218614033,-0.781453983580153,0.012044803892653,0.2974644734510969,-0.5023913488614884,-0.7920642004239882,0.0199084387052382,0.3461804284822617,-0.6834785383832771,-0.5647651594770271,0.224494163383277,0.4043510514604729,-4.329637285359677e-17,-0.7071067811865476,0.7071067811865475,-4.329637285359678e-17,0.1774610559119099,-0.7644945104943403,0.0019823034630899,-0.6197191198693401,Unknown
0.297,-4.329637285359677e-17,-0.7071067811865476,0.7071067811865475,-4.329637285359678e-17,-0.5486244123148184,-0.7814124982523183,0.0122474591898181,0.2970787126851817,-0.5027315285323815,-0.7919160988448812,0.0199434425948811,0.3460233542801187,-0.6837449078107932,-0.5647263531232932,0.224699497654543,0.4038405414079569,-4.329637285359677e-17,-0.7071067811865476,0.7071067811865475,-4.329637285359678e-17,0.1788238582400773,-0.7632537784786728,0.0003143253536725,-0.6208587589474227,Unknown
0.331,-4.329637285359677e-17,-0.7071067811865476,0.7071067811865475,-4.329637285359678e-17,-0.5488234839218954,-0.7813674292343953,0.0125075659531451,0.2968186059218548,-0.5028900271658859,-0.7918304568533858,0.0199798709158857,0.3459869259591142,-0.6838195787546658,-0.5646789537546658,0.2248352037546657,0.4037048353078342,-4.329637285359677e-17,-0.7071067811865476,0.7071067811865475,-4.329637285359678e-17,0.1802106512143676,-0.7624163019106325,-0.0007062566831178,-0.6214861261293824,Unknown
