Timestamp,QuatI_0,QuatJ_0,QuatK_0,QuatSum_0,QuatI_1,QuatJ_1,QuatK_1,QuatSum_1,QuatI_2,QuatJ_2,QuatK_2,QuatSum_2,QuatI_3,QuatJ_3,QuatK_3,QuatSum_3,QuatI_4,QuatJ_4,QuatK_4,QuatSum_4,QuatI_5,QuatJ_5,QuatK_5,QuatSum_5,Activity
0.0,-4.329637285359677e-17,-0.7071067811865476,0.7071067811865475,-4.329637285359678e-17,-0.1337714695557573,-0.7314277195557572,0.6587958836182571,-0.1144843601807573,-0.2251750834606974,-0.6920940287731975,0.6607829936169473,-0.1834880717419474,-4.329637285359677e-17,-0.7071067811865476,0.7071067811865475,-4.329637285359678e-17,0.1007664136451158,-0.7820460863548843,0.401003605886134,-0.4663112230736342,-0.0260222190943169,-0.7691862815943169,0.6380827659693169,0.022927976218183,Unknown
0.024,-4.329637285359677e-17,-0.7071067811865476,0.7071067811865475,-4.329637285359678e-17,-0.0260222190943169,-0.7691862815943169,0.6380827659693169,0.022927976218183,-0.1615871337166919,-0.6990016844979419,0.6449855712166918,-0.263210668872942,-0.1338317839717649,-0.731426998815515,0.6587951628780149,-0.114422604284265,-0.225205420224107,-0.692063330380357,0.6608133303803568,-0.183457373349107,-4.329637285359677e-17,-0.7071067811865476,0.7071067811865475,-4.329637285359678e-17,Unknown
0.058,-4.329637285359677e-17,-0.7071067811865476,0.7071067811865475,-4.329637285359678e-17,-0.0260222190943169,-0.7691862815943169,0.6380827659693169,0.022927976218183,-0.1615225897348603,-0.6989981756723603,0.6449820623911102,-0.2632681952036104,-0.1337111505912364,-0.7314284357474864,0.6587965998099863,-0.1145461115287364,-0.2251154905899288,-0.692095471058679,0.6607844359024287,-0.1835505491836789,-4.329637285359677e-17,-0.7071067811865476,0.7071067811865475,-4.329637285359678e-17,Unknown
0.094,-4.329637285359677e-17,-0.7071067811865476,0.7071067811865475,-4.329637285359678e-17,0.1007649180185839,-0.7817424062001662,0.401310277293916,-0.4665568593251661,-0.0261723306925267,-0.7691532877237768,0.6381108072550266,0.0230830404012232,-0.1615557936942526,-0.6989703444755027,0.6450152663505025,-0.2632403640067526,-0.1337111505912364,-0.7314284357474864,0.6587965998099863,-0.1145461115287364,-0.2249659469212613,-0.6921290328587613,0.6607569625462612,-0.1837061812962613,Unknown
0.124,-4.329637285359677e-17,-0.7071067811865476,0.7071067811865475,-4.329637285359678e-17,-0.1615557936942526,-0.6989703444755027,0.6450152663505025,-0.2632403640067526,-0.1337111505912364,-0.7314284357474864,0.6587965998099863,-0.1145461115287364,-0.2249659469212613,-0.6921290328587613,0.6607569625462612,-0.1837061812962613,-4.329637285359677e-17,-0.7071067811865476,0.7071067811865475,-4.329637285359678e-17,0.1007649180185839,-0.7817424062001662,0.401310277293916,-0.4665568593251661,Unknown
0.158,-4.329637285359677e-17,-0.7071067811865476,0.7071067811865475,-4.329637285359678e-17,-0.1615557936942526,-0.6989703444755027,0.6450152663505025,-0.2632403640067526,-0.1337111505912364,-0.7314284357474864,0.6587965998099863,-0.1145461115287364,-0.2249659469212613,-0.6921290328587613,0.6607569625462612,-0.1837061812962613,-4.329637285359677e-17,-0.7071067811865476,0.7071067811865475,-4.329637285359678e-17,0.1007649180185839,-0.7817424062001662,0.401310277293916,-0.4665568593251661,Unknown
0.201,-4.329637285359677e-17,-0.7071067811865476,0.7071067811865475,-4.329637285359678e-17,-0.1615557936942526,-0.6989703444755027,0.6450152663505025,-0.2632403640067526,-0.1337111505912364,-0.7314284357474864,0.6587965998099863,-0.1145461115287364,-0.22484563820866,-0.69219182961491,0.6606976889899099,-0.18383001320866,-4.329637285359677e-17,-0.7071067811865476,0.7071067811865475,-4.329637285359678e-17,0.1007649180185839,-0.7817424062001662,0.401310277293916,-0.4665568593251661,Unknown
0.224,-4.329637285359677e-17,-0.7071067811865476,0.7071067811865475,-4.329637285359678e-17,0.1007649180185839,-0.7817424062001662,0.401310277293916,-0.4665568593251661,-0.0262046166753836,-0.7691245385503837,0.6381430932378835,0.0231117895746162,-0.1614893836529888,-0.6990260047467388,0.6449488563092387,-0.2632960242779888,-0.1337111505912364,-0.7314284357474864,0.6587965998099863,-0.1145461115287364,-0.2246060548712313,-0.6922574220587314,0.6606412111212312,-0.1840787111212314,Unknown
0.258,-4.329637285359677e-17,-0.7071067811865476,0.7071067811865475,-4.329637285359678e-17,-0.0261932691474846,-0.7692352613349847,0.6380096753974845,0.0231231371025153,-0.1614893836529888,-0.6990260047467388,0.6449488563092387,-0.2632960242779888,-0.1337111505912364,-0.7314284357474864,0.6587965998099863,-0.1145461115287364,-0.2246060548712313,-0.6922574220587314,0.6606412111212312,-0.1840787111212314,-4.329637285359677e-17,-0.7071067811865476,0.7071067811865475,-4.329637285359678e-17,Unknown
0.294,-4.329637285359677e-17,-0.7071067811865476,0.7071067811865475,-4.329637285359678e-17,0.1007332928447056,-0.7817740313740446,0.4012198321552941,-0.4665884844990444,-0.026457449957052,-0.769255301519552,0.6379686804258019,0.0232862023866979,-0.1616203355486513,-0.6989738511736513,0.6450187730486512,-0.2631828355486513,-0.1337111505912364,-0.7314284357474864,0.6587965998099863,-0.1145461115287364,-0.2246960437528428,-0.6922253406278428,0.6606701648465927,-0.1839855945340928,Unknown
